date,user_id,state,is_active_today,is_engaged_today,next_day_active,next_day_state
2025-12-15,u003,inactive,0,0,0,inactive
2025-12-16,u003,inactive,0,0,0,inactive
2025-12-17,u003,inactive,0,0,1,engaged
2025-12-18,u003,engaged,1,1,0,inactive
2025-12-19,u003,inactive,0,0,1,view_only
2025-12-20,u003,view_only,1,0,0,inactive
2025-12-01,u004,inactive,0,0,0,inactive
2025-12-02,u004,inactive,0,0,0,inactive
2025-12-03,u004,inactive,0,0,1,engaged
2025-12-04,u004,engaged,1,1,0,inactive
2025-12-05,u004,inactive,0,0,1,view_only
2025-12-06,u004,view_only,1,0,0,inactive
2025-12-07,u004,inactive,0,0,0,inactive
2025-12-08,u004,inactive,0,0,0,inactive
2025-12-09,u004,inactive,0,0,0,inactive
2025-12-10,u004,inactive,0,0,0,inactive
2025-12-11,u004,inactive,0,0,0,inactive
2025-12-12,u004,inactive,0,0,0,inactive
2025-12-13,u004,inactive,0,0,0,inactive
2025-12-14,u004,inactive,0,0,0,inactive
2025-12-15,u004,inactive,0,0,0,inactive
2025-12-16,u004,inactive,0,0,0,inactive
2025-12-17,u004,inactive,0,0,0,inactive
2025-12-18,u004,inactive,0,0,0,inactive
2025-12-19,u004,inactive,0,0,0,inactive
2025-12-20,u004,inactive,0,0,0,inactive
2025-12-01,u005,engaged,1,1,0,inactive
2025-12-02,u005,inactive,0,0,0,inactive
2025-12-03,u005,inactive,0,0,0,inactive
2025-12-04,u005,inactive,0,0,0,inactive
2025-12-05,u005,inactive,0,0,0,inactive
2025-12-06,u005,inactive,0,0,0,inactive
2025-12-07,u005,inactive,0,0,0,inactive
2025-12-08,u005,inactive,0,0,0,inactive
2025-12-09,u005,inactive,0,0,0,inactive
2025-12-10,u005,inactive,0,0,0,inactive
2025-12-11,u005,inactive,0,0,0,inactive
2025-12-12,u005,inactive,0,0,0,inactive
2025-12-13,u005,inactive,0,0,0,inactive
2025-12-14,u005,inactive,0,0,0,inactive
2025-12-15,u005,inactive,0,0,0,inactive
2025-12-16,u005,inactive,0,0,0,inactive
2025-12-17,u005,inactive,0,0,0,inactive
2025-12-18,u005,inactive,0,0,0,inactive
2025-12-19,u005,inactive,0,0,0,inactive
2025-12-20,u005,inactive,0,0,1,engaged
2025-12-01,u006,inactive,0,0,0,inactive
2025-12-02,u006,inactive,0,0,1,engaged
2025-12-03,u006,engaged,1,1,1,view_only
2025-12-04,u006,view_only,1,0,0,inactive
2025-12-05,u006,inactive,0,0,0,inactive
2025-12-06,u006,inactive,0,0,0,inactive
2025-12-07,u006,inactive,0,0,0,inactive
2025-12-08,u006,inactive,0,0,0,inactive
2025-12-09,u006,inactive,0,0,0,inactive
2025-12-10,u006,inactive,0,0,0,inactive
2025-12-11,u006,inactive,0,0,0,inactive
2025-12-12,u006,inactive,0,0,0,inactive
2025-12-13,u006,inactive,0,0,0,inactive
2025-12-14,u006,inactive,0,0,1,view_only
2025-12-15,u006,view_only,1,0,0,inactive
2025-12-16,u006,inactive,0,0,0,inactive
2025-12-17,u006,inactive,0,0,0,inactive
2025-12-18,u006,inactive,0,0,0,inactive
2025-12-19,u006,inactive,0,0,0,inactive
2025-12-20,u006,inactive,0,0,0,inactive
2025-12-01,u007,inactive,0,0,0,inactive
2025-12-02,u007,inactive,0,0,0,inactive
2025-12-03,u007,inactive,0,0,0,inactive
2025-12-04,u007,inactive,0,0,0,inactive
2025-12-05,u007,inactive,0,0,1,engaged
2025-12-06,u007,engaged,1,1,0,inactive
2025-12-07,u007,inactive,0,0,0,inactive
2025-12-08,u007,inactive,0,0,0,inactive
2025-12-09,u007,inactive,0,0,0,inactive
2025-12-10,u007,inactive,0,0,0,inactive
2025-12-11,u007,inactive,0,0,0,inactive
2025-12-12,u007,inactive,0,0,1,engaged
2025-12-13,u007,engaged,1,1,1,view_only
2025-12-14,u007,view_only,1,0,0,inactive
2025-12-15,u007,inactive,0,0,0,inactive
2025-12-16,u007,inactive,0,0,0,inactive
2025-12-17,u007,inactive,0,0,0,inactive
2025-12-18,u007,inactive,0,0,0,inactive
2025-12-19,u007,inactive,0,0,1,engaged
2025-12-20,u007,engaged,1,1,1,engaged
2025-12-01,u008,engaged,1,1,1,view_only
2025-12-02,u008,view_only,1,0,0,inactive
2025-12-03,u008,inactive,0,0,0,inactive
2025-12-04,u008,inactive,0,0,0,inactive
2025-12-05,u008,inactive,0,0,0,inactive
2025-12-06,u008,inactive,0,0,0,inactive
2025-12-07,u008,inactive,0,0,0,inactive
2025-12-08,u008,inactive,0,0,0,inactive
2025-12-09,u008,inactive,0,0,0,inactive
2025-12-10,u008,inactive,0,0,0,inactive
2025-12-11,u008,inactive,0,0,1,engaged
2025-12-12,u008,engaged,1,1,0,inactive
2025-12-13,u008,inactive,0,0,1,engaged
2025-12-14,u008,engaged,1,1,0,inactive
2025-12-15,u008,inactive,0,0,0,inactive
2025-12-16,u008,inactive,0,0,0,inactive
2025-12-17,u008,inactive,0,0,0,inactive
2025-12-18,u008,inactive,0,0,0,inactive
2025-12-19,u008,inactive,0,0,0,inactive
2025-12-20,u008,inactive,0,0,0,inactive
2025-12-01,u009,inactive,0,0,0,inactive
2025-12-02,u009,inactive,0,0,0,inactive
2025-12-03,u009,inactive,0,0,0,inactive
2025-12-04,u009,inactive,0,0,0,inactive
2025-12-05,u009,inactive,0,0,0,inactive
2025-12-06,u009,inactive,0,0,0,inactive
2025-12-07,u009,inactive,0,0,0,inactive
2025-12-08,u009,inactive,0,0,1,view_only
2025-12-09,u009,view_only,1,0,0,inactive
2025-12-10,u009,inactive,0,0,0,inactive
2025-12-11,u009,inactive,0,0,0,inactive
2025-12-12,u009,inactive,0,0,0,inactive
2025-12-13,u009,inactive,0,0,0,inactive
2025-12-14,u009,inactive,0,0,0,inactive
2025-12-15,u009,inactive,0,0,0,inactive
2025-12-16,u009,inactive,0,0,0,inactive
2025-12-17,u009,inactive,0,0,0,inactive
2025-12-18,u009,inactive,0,0,0,inactive
2025-12-19,u009,inactive,0,0,0,inactive
2025-12-20,u009,inactive,0,0,0,inactive
2025-12-01,u010,engaged,1,1,0,inactive
2025-12-02,u010,inactive,0,0,0,inactive
2025-12-03,u010,inactive,0,0,0,inactive
2025-12-04,u010,inactive,0,0,0,inactive
2025-12-05,u010,inactive,0,0,0,inactive
2025-12-06,u010,inactive,0,0,0,inactive
2025-12-07,u010,inactive,0,0,0,inactive
2025-12-08,u010,inactive,0,0,0,inactive
2025-12-09,u010,inactive,0,0,0,inactive
2025-12-10,u010,inactive,0,0,0,inactive
2025-12-11,u010,inactive,0,0,0,inactive
2025-12-12,u010,inactive,0,0,0,inactive
2025-12-13,u010,inactive,0,0,1,engaged
2025-12-14,u010,engaged,1,1,1,view_only
2025-12-15,u010,view_only,1,0,0,inactive
2025-12-16,u010,inactive,0,0,0,inactive
2025-12-17,u010,inactive,0,0,1,engaged
2025-12-18,u010,engaged,1,1,1,view_only
2025-12-19,u010,view_only,1,0,0,inactive
2025-12-20,u010,inactive,0,0,0,inactive
2025-12-01,u011,inactive,0,0,0,inactive
2025-12-02,u011,inactive,0,0,1,engaged
2025-12-03,u011,engaged,1,1,0,inactive
2025-12-04,u011,inactive,0,0,0,inactive
2025-12-05,u011,inactive,0,0,0,inactive
2025-12-06,u011,inactive,0,0,0,inactive
2025-12-07,u011,inactive,0,0,1,engaged
2025-12-08,u011,engaged,1,1,1,view_only
2025-12-09,u011,view_only,1,0,0,inactive
2025-12-10,u011,inactive,0,0,0,inactive
2025-12-11,u011,inactive,0,0,0,inactive
2025-12-12,u011,inactive,0,0,0,inactive
2025-12-13,u011,inactive,0,0,1,engaged
2025-12-14,u011,engaged,1,1,0,inactive
2025-12-15,u011,inactive,0,0,0,inactive
2025-12-16,u011,inactive,0,0,0,inactive
2025-12-17,u011,inactive,0,0,1,engaged
2025-12-18,u011,engaged,1,1,0,inactive
2025-12-19,u011,inactive,0,0,0,inactive
2025-12-20,u011,inactive,0,0,0,inactive
2025-12-01,u012,engaged,1,1,0,inactive
2025-12-02,u012,inactive,0,0,0,inactive
2025-12-03,u012,inactive,0,0,0,inactive
2025-12-04,u012,inactive,0,0,0,inactive
2025-12-05,u012,inactive,0,0,0,inactive
2025-12-06,u012,inactive,0,0,0,inactive
2025-12-07,u012,inactive,0,0,0,inactive
2025-12-08,u012,inactive,0,0,1,engaged
2025-12-09,u012,engaged,1,1,0,inactive
2025-12-10,u012,inactive,0,0,1,view_only
2025-12-11,u012,view_only,1,0,0,inactive
2025-12-12,u012,inactive,0,0,0,inactive
2025-12-13,u012,inactive,0,0,0,inactive
2025-12-14,u012,inactive,0,0,0,inactive
2025-12-15,u012,inactive,0,0,0,inactive
2025-12-16,u012,inactive,0,0,0,inactive
2025-12-17,u012,inactive,0,0,0,inactive
2025-12-18,u012,inactive,0,0,0,inactive
2025-12-19,u012,inactive,0,0,0,inactive
2025-12-20,u012,inactive,0,0,0,inactive
2025-12-01,u013,view_only,1,0,0,inactive
2025-12-02,u013,inactive,0,0,0,inactive
2025-12-03,u013,inactive,0,0,0,inactive
2025-12-04,u013,inactive,0,0,0,inactive
2025-12-05,u013,inactive,0,0,0,inactive
2025-12-06,u013,inactive,0,0,1,engaged
2025-12-07,u013,engaged,1,1,0,inactive
2025-12-08,u013,inactive,0,0,0,inactive
2025-12-09,u013,inactive,0,0,0,inactive
2025-12-10,u013,inactive,0,0,0,inactive
2025-12-11,u013,inactive,0,0,1,engaged
2025-12-12,u013,engaged,1,1,0,inactive
2025-12-13,u013,inactive,0,0,0,inactive
2025-12-14,u013,inactive,0,0,0,inactive
2025-12-15,u013,inactive,0,0,1,view_only
2025-12-16,u013,view_only,1,0,1,view_only
2025-12-17,u013,view_only,1,0,1,view_only
2025-12-18,u013,view_only,1,0,0,inactive
2025-12-19,u013,inactive,0,0,0,inactive
2025-12-20,u013,inactive,0,0,1,engaged
2025-12-01,u014,inactive,0,0,0,inactive
2025-12-02,u014,inactive,0,0,0,inactive
2025-12-03,u014,inactive,0,0,0,inactive
2025-12-04,u014,inactive,0,0,0,inactive
2025-12-05,u014,inactive,0,0,0,inactive
2025-12-06,u014,inactive,0,0,0,inactive
2025-12-07,u014,inactive,0,0,0,inactive
2025-12-08,u014,inactive,0,0,0,inactive
2025-12-09,u014,inactive,0,0,0,inactive
2025-12-10,u014,inactive,0,0,0,inactive
2025-12-11,u014,inactive,0,0,0,inactive
2025-12-12,u014,inactive,0,0,0,inactive
2025-12-13,u014,inactive,0,0,1,engaged
2025-12-14,u014,engaged,1,1,0,inactive
2025-12-15,u014,inactive,0,0,1,engaged
2025-12-16,u014,engaged,1,1,0,inactive
2025-12-17,u014,inactive,0,0,0,inactive
2025-12-18,u014,inactive,0,0,0,inactive
2025-12-19,u014,inactive,0,0,0,inactive
2025-12-20,u014,inactive,0,0,0,inactive
2025-12-01,u015,inactive,0,0,0,inactive
2025-12-02,u015,inactive,0,0,0,inactive
2025-12-03,u015,inactive,0,0,0,inactive
2025-12-04,u015,inactive,0,0,0,inactive
2025-12-05,u015,inactive,0,0,0,inactive
2025-12-06,u015,inactive,0,0,0,inactive
2025-12-07,u015,inactive,0,0,0,inactive
2025-12-08,u015,inactive,0,0,0,inactive
2025-12-09,u015,inactive,0,0,1,view_only
2025-12-10,u015,view_only,1,0,0,inactive
2025-12-11,u015,inactive,0,0,0,inactive
2025-12-12,u015,inactive,0,0,0,inactive
2025-12-13,u015,inactive,0,0,0,inactive
2025-12-14,u015,inactive,0,0,0,inactive
2025-12-15,u015,inactive,0,0,0,inactive
2025-12-16,u015,inactive,0,0,0,inactive
2025-12-17,u015,inactive,0,0,0,inactive
2025-12-18,u015,inactive,0,0,0,inactive
2025-12-19,u015,inactive,0,0,0,inactive
2025-12-20,u015,inactive,0,0,0,inactive
2025-12-01,u016,inactive,0,0,0,inactive
2025-12-02,u016,inactive,0,0,0,inactive
2025-12-03,u016,inactive,0,0,0,inactive
2025-12-04,u016,inactive,0,0,0,inactive
2025-12-05,u016,inactive,0,0,0,inactive
2025-12-06,u016,inactive,0,0,1,view_only
2025-12-07,u016,view_only,1,0,0,inactive
2025-12-08,u016,inactive,0,0,0,inactive
2025-12-09,u016,inactive,0,0,0,inactive
2025-12-10,u016,inactive,0,0,0,inactive
2025-12-11,u016,inactive,0,0,0,inactive
2025-12-12,u016,inactive,0,0,0,inactive
2025-12-13,u016,inactive,0,0,0,inactive
2025-12-14,u016,inactive,0,0,0,inactive
2025-12-15,u016,inactive,0,0,0,inactive
2025-12-16,u016,inactive,0,0,0,inactive
2025-12-17,u016,inactive,0,0,0,inactive
2025-12-18,u016,inactive,0,0,0,inactive
2025-12-19,u016,inactive,0,0,0,inactive
2025-12-20,u016,inactive,0,0,0,inactive
2025-12-01,u017,inactive,0,0,0,inactive
2025-12-02,u017,inactive,0,0,0,inactive
2025-12-03,u017,inactive,0,0,0,inactive
2025-12-04,u017,inactive,0,0,0,inactive
2025-12-05,u017,inactive,0,0,0,inactive
2025-12-06,u017,inactive,0,0,0,inactive
2025-12-07,u017,inactive,0,0,0,inactive
2025-12-08,u017,inactive,0,0,0,inactive
2025-12-09,u017,inactive,0,0,0,inactive
2025-12-10,u017,inactive,0,0,1,engaged
2025-12-11,u017,engaged,1,1,0,inactive
2025-12-12,u017,inactive,0,0,0,inactive
2025-12-13,u017,inactive,0,0,0,inactive
2025-12-14,u017,inactive,0,0,0,inactive
2025-12-15,u017,inactive,0,0,0,inactive
2025-12-16,u017,inactive,0,0,0,inactive
2025-12-17,u017,inactive,0,0,0,inactive
2025-12-18,u017,inactive,0,0,0,inactive
2025-12-19,u017,inactive,0,0,0,inactive
2025-12-20,u017,inactive,0,0,0,inactive
2025-12-01,u018,inactive,0,0,0,inactive
2025-12-02,u018,inactive,0,0,0,inactive
2025-12-03,u018,inactive,0,0,0,inactive
2025-12-04,u018,inactive,0,0,0,inactive
2025-12-05,u018,inactive,0,0,0,inactive
2025-12-06,u018,inactive,0,0,0,inactive
2025-12-07,u018,inactive,0,0,0,inactive
2025-12-08,u018,inactive,0,0,0,inactive
2025-12-09,u018,inactive,0,0,0,inactive
2025-12-10,u018,inactive,0,0,0,inactive
2025-12-11,u018,inactive,0,0,0,inactive
2025-12-12,u018,inactive,0,0,1,view_only
2025-12-13,u018,view_only,1,0,1,view_only
2025-12-14,u018,view_only,1,0,0,inactive
2025-12-15,u018,inactive,0,0,0,inactive
2025-12-16,u018,inactive,0,0,0,inactive
2025-12-17,u018,inactive,0,0,0,inactive
2025-12-18,u018,inactive,0,0,0,inactive
2025-12-19,u018,inactive,0,0,0,inactive
2025-12-20,u018,inactive,0,0,1,view_only
2025-12-01,u019,inactive,0,0,0,inactive
2025-12-02,u019,inactive,0,0,1,engaged
2025-12-03,u019,engaged,1,1,0,inactive
2025-12-04,u019,inactive,0,0,0,inactive
2025-12-05,u019,inactive,0,0,0,inactive
2025-12-06,u019,inactive,0,0,1,engaged
2025-12-07,u019,engaged,1,1,0,inactive
2025-12-08,u019,inactive,0,0,0,inactive
2025-12-09,u019,inactive,0,0,0,inactive
2025-12-10,u019,inactive,0,0,0,inactive
2025-12-11,u019,inactive,0,0,0,inactive
2025-12-12,u019,inactive,0,0,0,inactive
2025-12-13,u019,inactive,0,0,0,inactive
2025-12-14,u019,inactive,0,0,0,inactive
2025-12-15,u019,inactive,0,0,0,inactive
2025-12-16,u019,inactive,0,0,0,inactive
2025-12-17,u019,inactive,0,0,0,inactive
2025-12-18,u019,inactive,0,0,0,inactive
2025-12-19,u019,inactive,0,0,0,inactive
2025-12-20,u019,inactive,0,0,0,inactive
2025-12-01,u020,inactive,0,0,1,view_only
2025-12-02,u020,view_only,1,0,1,engaged
2025-12-03,u020,engaged,1,1,0,inactive
2025-12-04,u020,inactive,0,0,0,inactive
2025-12-05,u020,inactive,0,0,0,inactive
2025-12-06,u020,inactive,0,0,0,inactive
2025-12-07,u020,inactive,0,0,0,inactive
2025-12-08,u020,inactive,0,0,0,inactive
2025-12-09,u020,inactive,0,0,1,engaged
2025-12-10,u020,engaged,1,1,0,inactive
2025-12-11,u020,inactive,0,0,0,inactive
2025-12-12,u020,inactive,0,0,0,inactive
2025-12-13,u020,inactive,0,0,0,inactive
2025-12-14,u020,inactive,0,0,0,inactive
2025-12-15,u020,inactive,0,0,1,engaged
2025-12-16,u020,engaged,1,1,0,inactive
2025-12-17,u020,inactive,0,0,0,inactive
2025-12-18,u020,inactive,0,0,0,inactive
2025-12-19,u020,inactive,0,0,0,inactive
2025-12-20,u020,inactive,0,0,1,view_only
2025-12-01,u021,inactive,0,0,0,inactive
2025-12-02,u021,inactive,0,0,0,inactive
2025-12-03,u021,inactive,0,0,0,inactive
2025-12-04,u021,inactive,0,0,0,inactive
2025-12-05,u021,inactive,0,0,0,inactive
2025-12-06,u021,inactive,0,0,0,inactive
2025-12-07,u021,inactive,0,0,0,inactive
2025-12-08,u021,inactive,0,0,0,inactive
2025-12-09,u021,inactive,0,0,0,inactive
2025-12-10,u021,inactive,0,0,0,inactive
2025-12-11,u021,inactive,0,0,0,inactive
2025-12-12,u021,inactive,0,0,0,inactive
2025-12-13,u021,inactive,0,0,0,inactive
2025-12-14,u021,inactive,0,0,1,view_only
2025-12-15,u021,view_only,1,0,0,inactive
2025-12-16,u021,inactive,0,0,0,inactive
2025-12-17,u021,inactive,0,0,0,inactive
2025-12-18,u021,inactive,0,0,1,engaged
2025-12-19,u021,engaged,1,1,1,engaged
2025-12-20,u021,engaged,1,1,0,inactive
2025-12-01,u022,inactive,0,0,0,inactive
2025-12-02,u022,inactive,0,0,0,inactive
2025-12-03,u022,inactive,0,0,0,inactive
2025-12-04,u022,inactive,0,0,0,inactive
2025-12-05,u022,inactive,0,0,0,inactive
2025-12-06,u022,inactive,0,0,0,inactive
2025-12-07,u022,inactive,0,0,0,inactive
2025-12-08,u022,inactive,0,0,0,inactive
2025-12-09,u022,inactive,0,0,0,inactive
2025-12-10,u022,inactive,0,0,0,inactive
2025-12-11,u022,inactive,0,0,0,inactive
2025-12-12,u022,inactive,0,0,0,inactive
2025-12-13,u022,inactive,0,0,0,inactive
2025-12-14,u022,inactive,0,0,0,inactive
2025-12-15,u022,inactive,0,0,0,inactive
2025-12-16,u022,inactive,0,0,0,inactive
2025-12-17,u022,inactive,0,0,1,engaged
2025-12-18,u022,engaged,1,1,0,inactive
2025-12-19,u022,inactive,0,0,0,inactive
2025-12-20,u022,inactive,0,0,0,inactive
2025-12-01,u023,inactive,0,0,0,inactive
2025-12-02,u023,inactive,0,0,0,inactive
2025-12-03,u023,inactive,0,0,0,inactive
2025-12-04,u023,inactive,0,0,0,inactive
2025-12-05,u023,inactive,0,0,0,inactive
2025-12-06,u023,inactive,0,0,0,inactive
2025-12-07,u023,inactive,0,0,0,inactive
2025-12-08,u023,inactive,0,0,0,inactive
2025-12-09,u023,inactive,0,0,0,inactive
2025-12-10,u023,inactive,0,0,0,inactive
2025-12-11,u023,inactive,0,0,0,inactive
2025-12-12,u023,inactive,0,0,0,inactive
2025-12-13,u023,inactive,0,0,0,inactive
2025-12-14,u023,inactive,0,0,0,inactive
2025-12-15,u023,inactive,0,0,0,inactive
2025-12-16,u023,inactive,0,0,0,inactive
2025-12-17,u023,inactive,0,0,1,engaged
2025-12-18,u023,engaged,1,1,0,inactive
2025-12-19,u023,inactive,0,0,1,view_only
2025-12-20,u023,view_only,1,0,1,view_only
2025-12-01,u024,inactive,0,0,0,inactive
2025-12-02,u024,inactive,0,0,0,inactive
2025-12-03,u024,inactive,0,0,0,inactive
2025-12-04,u024,inactive,0,0,0,inactive
2025-12-05,u024,inactive,0,0,1,engaged
2025-12-06,u024,engaged,1,1,0,inactive
2025-12-07,u024,inactive,0,0,0,inactive
2025-12-08,u024,inactive,0,0,0,inactive
2025-12-09,u024,inactive,0,0,0,inactive
2025-12-10,u024,inactive,0,0,0,inactive
2025-12-11,u024,inactive,0,0,0,inactive
2025-12-12,u024,inactive,0,0,0,inactive
2025-12-13,u024,inactive,0,0,0,inactive
2025-12-14,u024,inactive,0,0,1,engaged
2025-12-15,u024,engaged,1,1,1,engaged
2025-12-16,u024,engaged,1,1,0,inactive
2025-12-17,u024,inactive,0,0,0,inactive
2025-12-18,u024,inactive,0,0,0,inactive
2025-12-19,u024,inactive,0,0,1,engaged
2025-12-20,u024,engaged,1,1,0,inactive
2025-12-01,u025,inactive,0,0,0,inactive
2025-12-02,u025,inactive,0,0,0,inactive
2025-12-03,u025,inactive,0,0,0,inactive
2025-12-04,u025,inactive,0,0,0,inactive
2025-12-05,u025,inactive,0,0,0,inactive
2025-12-06,u025,inactive,0,0,0,inactive
2025-12-07,u025,inactive,0,0,0,inactive
2025-12-08,u025,inactive,0,0,0,inactive
2025-12-09,u025,inactive,0,0,1,engaged
2025-12-10,u025,engaged,1,1,0,inactive
2025-12-11,u025,inactive,0,0,0,inactive
2025-12-12,u025,inactive,0,0,0,inactive
2025-12-13,u025,inactive,0,0,0,inactive
2025-12-14,u025,inactive,0,0,0,inactive
2025-12-15,u025,inactive,0,0,0,inactive
2025-12-16,u025,inactive,0,0,0,inactive
2025-12-17,u025,inactive,0,0,0,inactive
2025-12-18,u025,inactive,0,0,0,inactive
2025-12-19,u025,inactive,0,0,1,view_only
2025-12-20,u025,view_only,1,0,0,inactive
2025-12-01,u026,inactive,0,0,0,inactive
2025-12-02,u026,inactive,0,0,0,inactive
2025-12-03,u026,inactive,0,0,0,inactive
2025-12-04,u026,inactive,0,0,1,view_only
2025-12-05,u026,view_only,1,0,0,inactive
2025-12-06,u026,inactive,0,0,0,inactive
2025-12-07,u026,inactive,0,0,0,inactive
2025-12-08,u026,inactive,0,0,0,inactive
2025-12-09,u026,inactive,0,0,0,inactive
2025-12-10,u026,inactive,0,0,0,inactive
2025-12-11,u026,inactive,0,0,0,inactive
2025-12-12,u026,inactive,0,0,0,inactive
2025-12-13,u026,inactive,0,0,0,inactive
2025-12-14,u026,inactive,0,0,0,inactive
2025-12-15,u026,inactive,0,0,0,inactive
2025-12-16,u026,inactive,0,0,0,inactive
2025-12-17,u026,inactive,0,0,0,inactive
2025-12-18,u026,inactive,0,0,1,engaged
2025-12-19,u026,engaged,1,1,0,inactive
2025-12-20,u026,inactive,0,0,0,inactive
2025-12-01,u027,inactive,0,0,0,inactive
2025-12-02,u027,inactive,0,0,0,inactive
2025-12-03,u027,inactive,0,0,0,inactive
2025-12-04,u027,inactive,0,0,1,engaged
2025-12-05,u027,engaged,1,1,0,inactive
2025-12-06,u027,inactive,0,0,1,engaged
2025-12-07,u027,engaged,1,1,0,inactive
2025-12-08,u027,inactive,0,0,1,view_only
2025-12-09,u027,view_only,1,0,0,inactive
2025-12-10,u027,inactive,0,0,1,engaged
2025-12-11,u027,engaged,1,1,0,inactive
2025-12-12,u027,inactive,0,0,1,engaged
2025-12-13,u027,engaged,1,1,1,view_only
2025-12-14,u027,view_only,1,0,1,engaged
2025-12-15,u027,engaged,1,1,0,inactive
2025-12-16,u027,inactive,0,0,0,inactive
2025-12-17,u027,inactive,0,0,0,inactive
2025-12-18,u027,inactive,0,0,0,inactive
2025-12-19,u027,inactive,0,0,0,inactive
2025-12-20,u027,inactive,0,0,0,inactive
2025-12-01,u028,inactive,0,0,0,inactive
2025-12-02,u028,inactive,0,0,0,inactive
2025-12-03,u028,inactive,0,0,0,inactive
2025-12-04,u028,inactive,0,0,0,inactive
2025-12-05,u028,inactive,0,0,0,inactive
2025-12-06,u028,inactive,0,0,0,inactive
2025-12-07,u028,inactive,0,0,0,inactive
2025-12-08,u028,inactive,0,0,0,inactive
2025-12-09,u028,inactive,0,0,0,inactive
2025-12-10,u028,inactive,0,0,0,inactive
2025-12-11,u028,inactive,0,0,0,inactive
2025-12-12,u028,inactive,0,0,0,inactive
2025-12-13,u028,inactive,0,0,1,engaged
2025-12-14,u028,engaged,1,1,0,inactive
2025-12-15,u028,inactive,0,0,0,inactive
2025-12-16,u028,inactive,0,0,0,inactive
2025-12-17,u028,inactive,0,0,0,inactive
2025-12-18,u028,inactive,0,0,0,inactive
2025-12-19,u028,inactive,0,0,0,inactive
2025-12-20,u028,inactive,0,0,0,inactive
2025-12-01,u029,inactive,0,0,0,inactive
2025-12-02,u029,inactive,0,0,0,inactive
2025-12-03,u029,inactive,0,0,0,inactive
2025-12-04,u029,inactive,0,0,0,inactive
2025-12-05,u029,inactive,0,0,0,inactive
2025-12-06,u029,inactive,0,0,0,inactive
2025-12-07,u029,inactive,0,0,0,inactive
2025-12-08,u029,inactive,0,0,0,inactive
2025-12-09,u029,inactive,0,0,0,inactive
2025-12-10,u029,inactive,0,0,0,inactive
2025-12-11,u029,inactive,0,0,0,inactive
2025-12-12,u029,inactive,0,0,1,engaged
2025-12-13,u029,engaged,1,1,0,inactive
2025-12-14,u029,inactive,0,0,0,inactive
2025-12-15,u029,inactive,0,0,0,inactive
2025-12-16,u029,inactive,0,0,0,inactive
2025-12-17,u029,inactive,0,0,0,inactive
2025-12-18,u029,inactive,0,0,0,inactive
2025-12-19,u029,inactive,0,0,0,inactive
2025-12-20,u029,inactive,0,0,0,inactive
