event_date,dau,base_users,retained_users,d1_retention,dau_90d_roll,d1_90d_roll
2012-05-01,17,17,7,0.4117647058823529,18.122222222222224,0.3571691012393264
2012-05-02,20,20,10,0.5,17.9,0.3605024345726597
2012-05-03,24,24,12,0.5,17.977777777777778,0.3640972058144898
2012-05-04,30,30,5,0.1666666666666666,18.177777777777777,0.36317127988856385
2012-05-05,12,12,0,0.0,18.166666666666668,0.3588977756150596
2012-05-06,11,11,3,0.2727272727272727,18.122222222222224,0.3545206712379552
2012-05-07,23,23,9,0.391304347826087,18.122222222222224,0.353554487663076
2012-05-08,25,25,13,0.52,18.033333333333335,0.3552918614004497
2012-05-09,30,30,7,0.2333333333333333,18.08888888888889,0.3561066762152645
2012-05-10,23,23,2,0.0869565217391304,18.155555555555555,0.35511207547641827
2012-05-11,12,12,3,0.25,18.155555555555555,0.35326022362456644
2012-05-12,19,19,7,0.3684210526315789,18.211111111111112,0.34941728293952046
2012-05-13,15,15,9,0.6,18.066666666666666,0.35092521944745697
2012-05-14,31,31,10,0.3225806451612903,18.166666666666668,0.3484488427775319
2012-05-15,26,26,10,0.3846153846153846,18.22222222222222,0.3469022412309304
2012-05-16,22,22,7,0.3181818181818182,18.177777777777777,0.3470187913474805
2012-05-17,18,18,5,0.2777777777777778,18.22222222222222,0.3469306079259637
2012-05-18,13,13,1,0.0769230769230769,18.255555555555556,0.34556308655844237
2012-05-19,9,9,1,0.1111111111111111,18.166666666666668,0.338954517204775
2012-05-20,17,17,5,0.2941176470588235,18.011111111111113,0.3386382616703031
2012-05-21,20,20,7,0.35,17.933333333333334,0.33923496948923315
2012-05-22,25,25,9,0.36,17.944444444444443,0.33860533985960356
2012-05-23,23,23,10,0.4347826086956521,17.977777777777778,0.3412140355117774
2012-05-24,28,28,9,0.3214285714285714,18.1,0.34217108499823873
2012-05-25,22,22,4,0.1818181818181818,18.211111111111112,0.340487583314737
2012-05-26,16,16,7,0.4375,18.244444444444444,0.340220489297643
2012-05-27,21,21,5,0.238095238095238,18.255555555555556,0.33897710305425677
2012-05-28,16,16,10,0.625,18.244444444444444,0.33938559978628285
2012-05-29,22,22,10,0.4545454545454545,18.31111111111111,0.33818610483678796
2012-05-30,25,25,11,0.44,18.377777777777776,0.3389814264742148
2012-05-31,27,27,8,0.2962962962962963,18.5,0.3408847186552848
2012-06-01,23,23,7,0.3043478260869565,18.655555555555555,0.341797225364893
2012-06-02,15,15,6,0.4,18.677777777777777,0.33940406297173054
2012-06-03,16,16,7,0.4375,18.61111111111111,0.3402247700424376
2012-06-04,20,20,5,0.25,18.57777777777778,0.3381716299458193
2012-06-05,15,15,6,0.4,18.566666666666666,0.3356716299458193
2012-06-06,20,20,5,0.25,18.511111111111113,0.335338296612486
2012-06-07,21,21,8,0.3809523809523809,18.58888888888889,0.3387774500516394
2012-06-08,20,20,1,0.05,18.711111111111112,0.3343947340022567
2012-06-09,11,11,4,0.3636363636363636,18.655555555555555,0.3363518047093274
2012-06-10,15,15,8,0.5333333333333333,18.677777777777777,0.3371495255070482
2012-06-11,27,27,13,0.4814814814814814,18.744444444444444,0.3377374149838266
2012-06-12,24,24,9,0.375,18.766666666666666,0.3368535765999882
2012-06-13,22,22,11,0.5,18.72222222222222,0.3385629783093899
2012-06-14,52,52,13,0.25,19.066666666666666,0.3397534544998661
2012-06-15,40,40,5,0.125,19.4,0.33558678783319945
2012-06-16,12,12,2,0.1666666666666666,19.366666666666667,0.3329941952406068
2012-06-17,20,20,6,0.3,19.38888888888889,0.3320065409196191
2012-06-18,25,25,14,0.56,19.344444444444445,0.33592991256712873
2012-06-19,36,36,10,0.2777777777777778,19.61111111111111,0.3371644804683633
2012-06-20,20,20,7,0.35,19.655555555555555,0.3361922582461411
2012-06-21,29,29,13,0.4482758620689655,19.744444444444444,0.33852759851251585
2012-06-22,31,31,15,0.4838709677419355,19.955555555555556,0.3392743129689077
2012-06-23,24,24,10,0.4166666666666667,20.033333333333335,0.33932877919984455
2012-06-24,21,21,10,0.4761904761904761,20.033333333333335,0.3414451813162466
2012-06-25,27,27,9,0.3333333333333333,20.11111111111111,0.34014888501995033
2012-06-26,23,23,5,0.217391304347826,20.166666666666668,0.33577422050035827
2012-06-27,17,17,8,0.4705882352941176,20.122222222222224,0.3367701744374887
2012-06-28,19,19,6,0.3157894736842105,20.08888888888889,0.33573349182185874
2012-06-29,24,24,7,0.2916666666666667,20.18888888888889,0.33527052885889574
2012-06-30,20,20,8,0.4,20.31111111111111,0.3347767016984019
2012-07-01,19,19,9,0.4736842105263157,20.31111111111111,0.33536149702003937
2012-07-02,19,19,7,0.3684210526315789,20.3,0.33778839760483464
2012-07-03,23,23,6,0.2608695652173913,20.38888888888889,0.3362425038850279
2012-07-04,14,14,4,0.2857142857142857,20.288888888888888,0.337001648122433
2012-07-05,21,21,10,0.4761904761904761,20.4,0.3402724513932363
2012-07-06,19,19,2,0.1052631578947368,20.5,0.3403309309254
2012-07-07,7,7,3,0.4285714285714285,20.444444444444443,0.34324098383545293
2012-07-08,14,14,6,0.4285714285714285,20.511111111111113,0.3480028885973577
2012-07-09,17,17,6,0.3529411764705882,20.533333333333335,0.3489614942618457
2012-07-10,27,27,8,0.2962962962962963,20.633333333333333,0.3479326876774836
2012-07-11,22,22,6,0.2727272727272727,20.7,0.3461018795966755
