event_date,action_segment,base_users,retained_users,d1_retention
2011-10-01,question_user_day,3,1,0.3333333333333333
2011-10-02,answer_user_day,10,5,0.5
2011-10-02,comment_only_user_day,6,2,0.3333333333333333
2011-10-02,question_user_day,2,1,0.5
2011-10-03,answer_user_day,12,5,0.4166666666666667
2011-10-03,comment_only_user_day,10,3,0.3
2011-10-03,question_user_day,1,1,1.0
2011-10-04,answer_user_day,7,4,0.5714285714285714
2011-10-04,comment_only_user_day,6,3,0.5
2011-10-04,question_user_day,1,1,1.0
2011-10-05,answer_user_day,6,3,0.5
2011-10-05,comment_only_user_day,7,1,0.14285714285714285
2011-10-05,question_user_day,3,2,0.6666666666666666
2011-10-06,answer_user_day,4,3,0.75
2011-10-06,comment_only_user_day,5,3,0.6
2011-10-07,answer_user_day,8,0,0.0
2011-10-07,comment_only_user_day,6,0,0.0
2011-10-07,question_user_day,4,1,0.25
2011-10-08,answer_user_day,4,2,0.5
2011-10-08,comment_only_user_day,2,0,0.0
2011-10-08,question_user_day,2,1,0.5
2011-10-09,answer_user_day,10,3,0.3
2011-10-09,comment_only_user_day,4,3,0.75
2011-10-09,question_user_day,2,1,0.5
2011-10-10,answer_user_day,10,3,0.3
2011-10-10,comment_only_user_day,2,0,0.0
2011-10-10,question_user_day,2,0,0.0
2011-10-11,answer_user_day,2,1,0.5
2011-10-11,comment_only_user_day,3,1,0.3333333333333333
2011-10-11,question_user_day,1,1,1.0
2011-10-12,answer_user_day,3,1,0.3333333333333333
2011-10-12,comment_only_user_day,5,3,0.6
2011-10-12,question_user_day,1,0,0.0
2011-10-13,answer_user_day,8,2,0.25
2011-10-13,comment_only_user_day,4,1,0.25
2011-10-13,question_user_day,5,2,0.4
2011-10-14,answer_user_day,5,2,0.4
2011-10-14,comment_only_user_day,4,1,0.25
2011-10-14,question_user_day,1,0,0.0
2011-10-15,answer_user_day,9,4,0.4444444444444444
2011-10-15,question_user_day,4,2,0.5
2011-10-16,answer_user_day,7,3,0.42857142857142855
2011-10-16,comment_only_user_day,5,1,0.2
2011-10-16,question_user_day,3,2,0.6666666666666666
2011-10-17,answer_user_day,7,4,0.5714285714285714
2011-10-17,comment_only_user_day,8,1,0.125
2011-10-17,question_user_day,1,0,0.0
2011-10-18,answer_user_day,5,1,0.2
2011-10-18,comment_only_user_day,7,3,0.42857142857142855
2011-10-18,question_user_day,4,1,0.25
2011-10-19,answer_user_day,9,3,0.3333333333333333
2011-10-19,comment_only_user_day,8,4,0.5
2011-10-19,question_user_day,6,2,0.3333333333333333
2011-10-20,answer_user_day,11,5,0.45454545454545453
2011-10-20,comment_only_user_day,5,0,0.0
2011-10-20,question_user_day,4,1,0.25
2011-10-21,answer_user_day,6,3,0.5
2011-10-21,comment_only_user_day,3,2,0.6666666666666666
2011-10-21,question_user_day,2,1,0.5
2011-10-22,answer_user_day,9,4,0.4444444444444444
2011-10-22,comment_only_user_day,2,1,0.5
2011-10-22,question_user_day,3,1,0.3333333333333333
2011-10-23,answer_user_day,10,7,0.7
2011-10-23,comment_only_user_day,4,1,0.25
2011-10-23,question_user_day,2,0,0.0
2011-10-24,answer_user_day,13,3,0.23076923076923078
2011-10-24,comment_only_user_day,4,2,0.5
2011-10-24,question_user_day,1,0,0.0
2011-10-25,answer_user_day,3,2,0.6666666666666666
2011-10-25,comment_only_user_day,3,1,0.3333333333333333
2011-10-25,question_user_day,1,0,0.0
2011-10-26,answer_user_day,13,5,0.38461538461538464
2011-10-26,comment_only_user_day,10,3,0.3
2011-10-26,question_user_day,3,1,0.3333333333333333
2011-10-27,answer_user_day,10,5,0.5
2011-10-27,comment_only_user_day,11,2,0.18181818181818182
2011-10-28,answer_user_day,18,2,0.1111111111111111
2011-10-28,comment_only_user_day,19,3,0.15789473684210525
2011-10-28,question_user_day,4,1,0.25
2011-10-29,answer_user_day,8,1,0.125
2011-10-29,comment_only_user_day,7,1,0.14285714285714285
2011-10-29,question_user_day,2,1,0.5
2011-10-30,answer_user_day,3,2,0.6666666666666666
2011-10-30,comment_only_user_day,3,2,0.6666666666666666
2011-10-30,question_user_day,2,1,0.5
2011-10-31,answer_user_day,15,7,0.4666666666666667
2011-10-31,comment_only_user_day,7,0,0.0
2011-10-31,question_user_day,3,0,0.0
2011-11-01,answer_user_day,10,6,0.6
2011-11-01,comment_only_user_day,3,0,0.0
2011-11-01,question_user_day,1,1,1.0
2011-11-02,answer_user_day,11,5,0.45454545454545453
2011-11-02,comment_only_user_day,4,1,0.25
2011-11-02,question_user_day,5,1,0.2
2011-11-03,answer_user_day,9,2,0.2222222222222222
2011-11-03,comment_only_user_day,10,3,0.3
2011-11-03,question_user_day,2,0,0.0
2011-11-04,answer_user_day,7,4,0.5714285714285714
2011-11-04,comment_only_user_day,7,2,0.2857142857142857
2011-11-04,question_user_day,2,1,0.5
2011-11-05,answer_user_day,10,5,0.5
2011-11-05,comment_only_user_day,6,2,0.3333333333333333
2011-11-05,question_user_day,2,1,0.5
2011-11-06,answer_user_day,6,3,0.5
2011-11-06,comment_only_user_day,7,5,0.7142857142857143
2011-11-06,question_user_day,3,2,0.6666666666666666
2011-11-07,answer_user_day,14,10,0.7142857142857143
2011-11-07,comment_only_user_day,13,3,0.23076923076923078
2011-11-07,question_user_day,6,3,0.5
2011-11-08,answer_user_day,10,7,0.7
2011-11-08,comment_only_user_day,10,1,0.1
2011-11-08,question_user_day,1,0,0.0
2011-11-09,answer_user_day,10,5,0.5
2011-11-09,comment_only_user_day,15,4,0.26666666666666666
2011-11-09,question_user_day,5,4,0.8
2011-11-10,answer_user_day,13,1,0.07692307692307693
2011-11-10,comment_only_user_day,11,2,0.18181818181818182
2011-11-10,question_user_day,4,1,0.25
2011-11-11,comment_only_user_day,5,1,0.2
2011-11-11,question_user_day,2,1,0.5
2011-11-12,answer_user_day,5,2,0.4
2011-11-12,comment_only_user_day,4,1,0.25
2011-11-12,question_user_day,4,2,0.5
2011-11-13,answer_user_day,3,2,0.6666666666666666
2011-11-13,comment_only_user_day,4,0,0.0
2011-11-13,question_user_day,1,1,1.0
2011-11-14,answer_user_day,6,5,0.8333333333333334
2011-11-14,comment_only_user_day,4,1,0.25
2011-11-14,question_user_day,5,1,0.2
2011-11-15,answer_user_day,6,1,0.16666666666666666
2011-11-15,comment_only_user_day,12,5,0.4166666666666667
2011-11-15,question_user_day,1,0,0.0
2011-11-16,answer_user_day,5,4,0.8
2011-11-16,comment_only_user_day,8,2,0.25
2011-11-16,question_user_day,4,2,0.5
2011-11-17,answer_user_day,8,6,0.75
2011-11-17,comment_only_user_day,8,1,0.125
2011-11-17,question_user_day,3,1,0.3333333333333333
2011-11-18,answer_user_day,7,3,0.42857142857142855
2011-11-18,comment_only_user_day,7,2,0.2857142857142857
2011-11-18,question_user_day,4,0,0.0
2011-11-19,answer_user_day,2,2,1.0
2011-11-19,comment_only_user_day,4,2,0.5
2011-11-19,question_user_day,1,1,1.0
2011-11-20,answer_user_day,3,2,0.6666666666666666
2011-11-20,comment_only_user_day,3,2,0.6666666666666666
2011-11-20,question_user_day,1,1,1.0
2011-11-21,answer_user_day,9,4,0.4444444444444444
2011-11-21,comment_only_user_day,5,1,0.2
2011-11-21,question_user_day,2,2,1.0
2011-11-22,answer_user_day,9,5,0.5555555555555556
2011-11-22,comment_only_user_day,5,0,0.0
2011-11-22,question_user_day,4,1,0.25
2011-11-23,answer_user_day,11,4,0.36363636363636365
2011-11-23,comment_only_user_day,5,1,0.2
2011-11-23,question_user_day,4,1,0.25
2011-11-24,answer_user_day,4,1,0.25
2011-11-24,comment_only_user_day,5,4,0.8
2011-11-24,question_user_day,2,1,0.5
2011-11-25,answer_user_day,8,3,0.375
2011-11-25,comment_only_user_day,6,0,0.0
2011-11-25,question_user_day,3,1,0.3333333333333333
2011-11-26,answer_user_day,5,3,0.6
2011-11-26,comment_only_user_day,7,1,0.14285714285714285
2011-11-26,question_user_day,2,0,0.0
2011-11-27,answer_user_day,6,3,0.5
2011-11-27,comment_only_user_day,4,1,0.25
2011-11-28,answer_user_day,7,4,0.5714285714285714
2011-11-28,comment_only_user_day,7,2,0.2857142857142857
2011-11-28,question_user_day,4,3,0.75
2011-11-29,answer_user_day,14,7,0.5
2011-11-29,comment_only_user_day,14,3,0.21428571428571427
2011-11-29,question_user_day,4,2,0.5
2011-11-30,answer_user_day,10,4,0.4
2011-11-30,comment_only_user_day,8,3,0.375
2011-11-30,question_user_day,6,3,0.5
2011-12-01,answer_user_day,10,5,0.5
2011-12-01,comment_only_user_day,5,2,0.4
2011-12-01,question_user_day,5,2,0.4
2011-12-02,answer_user_day,8,2,0.25
2011-12-02,comment_only_user_day,13,2,0.15384615384615385
2011-12-02,question_user_day,2,0,0.0
2011-12-03,answer_user_day,5,1,0.2
2011-12-03,comment_only_user_day,3,1,0.3333333333333333
2011-12-03,question_user_day,2,0,0.0
2011-12-04,answer_user_day,3,1,0.3333333333333333
2011-12-04,comment_only_user_day,5,3,0.6
2011-12-04,question_user_day,4,2,0.5
2011-12-05,answer_user_day,5,2,0.4
2011-12-05,comment_only_user_day,12,3,0.25
2011-12-05,question_user_day,3,1,0.3333333333333333
2011-12-06,answer_user_day,10,5,0.5
2011-12-06,comment_only_user_day,7,4,0.5714285714285714
2011-12-06,question_user_day,2,0,0.0
2011-12-07,answer_user_day,9,5,0.5555555555555556
2011-12-07,comment_only_user_day,15,4,0.26666666666666666
2011-12-07,question_user_day,5,0,0.0
2011-12-08,answer_user_day,8,4,0.5
2011-12-08,comment_only_user_day,10,3,0.3
2011-12-08,question_user_day,1,1,1.0
2011-12-09,answer_user_day,8,2,0.25
2011-12-09,comment_only_user_day,9,1,0.1111111111111111
2011-12-09,question_user_day,5,2,0.4
2011-12-10,answer_user_day,8,2,0.25
2011-12-10,comment_only_user_day,4,0,0.0
2011-12-10,question_user_day,1,0,0.0
2011-12-11,answer_user_day,5,2,0.4
2011-12-11,comment_only_user_day,2,1,0.5
2011-12-11,question_user_day,1,0,0.0
2011-12-12,answer_user_day,15,5,0.3333333333333333
2011-12-12,comment_only_user_day,5,3,0.6
2011-12-12,question_user_day,3,2,0.6666666666666666
2011-12-13,answer_user_day,11,4,0.36363636363636365
2011-12-13,comment_only_user_day,7,6,0.8571428571428571
2011-12-13,question_user_day,4,2,0.5
2011-12-14,answer_user_day,8,5,0.625
2011-12-14,comment_only_user_day,13,5,0.38461538461538464
2011-12-14,question_user_day,1,1,1.0
2011-12-15,answer_user_day,9,5,0.5555555555555556
2011-12-15,comment_only_user_day,7,3,0.42857142857142855
2011-12-15,question_user_day,3,2,0.6666666666666666
2011-12-16,answer_user_day,6,4,0.6666666666666666
2011-12-16,comment_only_user_day,10,2,0.2
2011-12-16,question_user_day,6,3,0.5
2011-12-17,answer_user_day,8,4,0.5
2011-12-17,comment_only_user_day,4,0,0.0
2011-12-17,question_user_day,3,1,0.3333333333333333
2011-12-18,answer_user_day,6,4,0.6666666666666666
2011-12-18,comment_only_user_day,2,1,0.5
2011-12-18,question_user_day,4,4,1.0
2011-12-19,answer_user_day,12,8,0.6666666666666666
2011-12-19,comment_only_user_day,3,1,0.3333333333333333
2011-12-19,question_user_day,6,6,1.0
2011-12-20,answer_user_day,11,6,0.5454545454545454
2011-12-20,comment_only_user_day,10,6,0.6
2011-12-20,question_user_day,3,2,0.6666666666666666
2011-12-21,answer_user_day,8,4,0.5
2011-12-21,comment_only_user_day,7,4,0.5714285714285714
2011-12-21,question_user_day,6,3,0.5
2011-12-22,answer_user_day,16,6,0.375
2011-12-22,comment_only_user_day,2,1,0.5
2011-12-22,question_user_day,4,0,0.0
2011-12-23,answer_user_day,8,3,0.375
2011-12-23,comment_only_user_day,4,1,0.25
2011-12-23,question_user_day,2,1,0.5
2011-12-24,answer_user_day,5,2,0.4
2011-12-24,comment_only_user_day,4,1,0.25
2011-12-24,question_user_day,2,1,0.5
2011-12-25,answer_user_day,5,1,0.2
2011-12-25,comment_only_user_day,3,1,0.3333333333333333
2011-12-25,question_user_day,2,1,0.5
2011-12-26,answer_user_day,5,1,0.2
2011-12-26,comment_only_user_day,4,3,0.75
2011-12-26,question_user_day,3,1,0.3333333333333333
2011-12-27,answer_user_day,12,6,0.5
2011-12-27,comment_only_user_day,4,1,0.25
2011-12-27,question_user_day,3,3,1.0
2011-12-28,answer_user_day,9,5,0.5555555555555556
2011-12-28,comment_only_user_day,12,4,0.3333333333333333
2011-12-28,question_user_day,3,2,0.6666666666666666
2011-12-29,answer_user_day,9,6,0.6666666666666666
2011-12-29,comment_only_user_day,9,0,0.0
2011-12-29,question_user_day,5,1,0.2
2011-12-30,answer_user_day,9,3,0.3333333333333333
2011-12-30,comment_only_user_day,5,0,0.0
2011-12-30,question_user_day,2,0,0.0
2011-12-31,answer_user_day,2,1,0.5
2011-12-31,comment_only_user_day,2,2,1.0
2011-12-31,question_user_day,1,0,0.0
2012-01-01,answer_user_day,3,2,0.6666666666666666
2012-01-01,comment_only_user_day,4,1,0.25
2012-01-01,question_user_day,3,2,0.6666666666666666
2012-01-02,answer_user_day,7,1,0.14285714285714285
2012-01-02,comment_only_user_day,5,1,0.2
