event_date,dau
2019-12-20,67
2019-12-21,53
2019-12-22,62
2019-12-23,64
2019-12-24,43
2019-12-25,48
2019-12-26,60
2019-12-27,53
2019-12-28,49
2019-12-29,48
2019-12-30,61
2019-12-31,51
2020-01-01,34
2020-01-02,53
2020-01-03,54
2020-01-04,47
2020-01-05,50
2020-01-06,71
2020-01-07,46
2020-01-08,86
2020-01-09,84
2020-01-10,95
2020-01-11,59
2020-01-12,69
2020-01-13,77
2020-01-14,97
2020-01-15,82
2020-01-16,85
2020-01-17,73
2020-01-18,59
2020-01-19,56
2020-01-20,74
2020-01-21,98
2020-01-22,86
2020-01-23,73
2020-01-24,75
2020-01-25,73
2020-01-26,67
2020-01-27,88
2020-01-28,82
2020-01-29,95
2020-01-30,92
2020-01-31,81
2020-02-01,53
2020-02-02,51
2020-02-03,95
2020-02-04,75
2020-02-05,75
2020-02-06,75
2020-02-07,79
2020-02-08,55
2020-02-09,59
2020-02-10,77
2020-02-11,81
2020-02-12,74
2020-02-13,62
2020-02-14,74
2020-02-15,52
2020-02-16,53
2020-02-17,96
2020-02-18,91
2020-02-19,82
2020-02-20,78
2020-02-21,65
2020-02-22,38
2020-02-23,35
2020-02-24,56
2020-02-25,61
2020-02-26,72
2020-02-27,57
2020-02-28,57
2020-02-29,53
2020-03-01,45
2020-03-02,89
2020-03-03,75
2020-03-04,63
2020-03-05,64
2020-03-06,59
2020-03-07,39
2020-03-08,23
2020-03-09,48
2020-03-10,72
2020-03-11,100
2020-03-12,77
2020-03-13,57
2020-03-14,32
2020-03-15,34
2020-03-16,52
2020-03-17,51
2020-03-18,51
2020-03-19,35
2020-03-20,50
2020-03-21,40
2020-03-22,39
2020-03-23,51
2020-03-24,46
2020-03-25,36
2020-03-26,36
2020-03-27,39
2020-03-28,31
2020-03-29,52
2020-03-30,65
2020-03-31,43
2020-04-01,50
2020-04-02,20
2020-04-03,34
2020-04-04,25
2020-04-05,26
2020-04-06,28
2020-04-07,16
2020-04-08,39
2020-04-09,41
2020-04-10,30
2020-04-11,34
2020-04-12,29
2020-04-13,36
2020-04-14,31
2020-04-15,19
2020-04-16,20
2020-04-17,21
2020-04-18,16
2020-04-19,24
2020-04-20,51
2020-04-21,44
2020-04-22,36
2020-04-23,40
2020-04-24,31
2020-04-25,25
2020-04-26,31
2020-04-27,33
2020-04-28,66
2020-04-29,47
2020-04-30,29
2020-05-01,32
2020-05-02,24
2020-05-03,33
2020-05-04,37
2020-05-05,38
2020-05-06,20
2020-05-07,21
2020-05-08,17
2020-05-09,18
2020-05-10,12
2020-05-11,41
2020-05-12,28
2020-05-13,31
2020-05-14,44
2020-05-15,21
2020-05-16,22
2020-05-17,12
2020-05-18,32
2020-05-19,34
2020-05-20,36
2020-05-21,30
2020-05-22,15
2020-05-23,14
2020-05-24,8
2020-05-25,23
2020-05-26,41
2020-05-27,26
2020-05-28,36
2020-05-29,23
2020-05-30,20
2020-05-31,14
2020-06-01,24
2020-06-02,22
2020-06-03,19
2020-06-04,27
2020-06-05,25
2020-06-06,29
2020-06-07,31
2020-06-08,70
2020-06-09,49
2020-06-10,44
2020-06-11,20
2020-06-12,38
2020-06-13,17
2020-06-14,19
2020-06-15,46
2020-06-16,32
2020-06-17,23
2020-06-18,15
2020-06-19,22
2020-06-20,34
2020-06-21,32
2020-06-22,36
2020-06-23,37
2020-06-24,23
2020-06-25,28
2020-06-26,39
2020-06-27,20
2020-06-28,28
2020-06-29,40
2020-06-30,31
2020-07-01,50
2020-07-02,31
2020-07-03,37
2020-07-04,39
2020-07-05,36
2020-07-06,46
2020-07-07,43
2020-07-08,42
2020-07-09,53
2020-07-10,45
2020-07-11,29
2020-07-12,24
2020-07-13,34
2020-07-14,36
2020-07-15,33
2020-07-16,37
2020-07-17,29
2020-07-18,28
2020-07-19,29
2020-07-20,43
2020-07-21,31
2020-07-22,42
2020-07-23,43
2020-07-24,36
2020-07-25,32
2020-07-26,27
2020-07-27,40
2020-07-28,29
2020-07-29,23
2020-07-30,36
2020-07-31,35
2020-08-01,17
2020-08-02,21
2020-08-03,47
2020-08-04,43
2020-08-05,36
2020-08-06,36
2020-08-07,12
2020-08-08,25
2020-08-09,22
2020-08-10,31
2020-08-11,26
2020-08-12,23
2020-08-13,26
2020-08-14,36
2020-08-15,28
2020-08-16,36
2020-08-17,44
2020-08-18,36
2020-08-19,35
2020-08-20,39
2020-08-21,40
2020-08-22,27
2020-08-23,17
2020-08-24,56
2020-08-25,36
2020-08-26,40
2020-08-27,39
2020-08-28,26
2020-08-29,28
2020-08-30,31
2020-08-31,46
2020-09-01,40
2020-09-02,38
2020-09-03,42
2020-09-04,27
2020-09-05,30
2020-09-06,20
2020-09-07,25
2020-09-08,21
2020-09-09,15
2020-09-10,27
2020-09-11,19
2020-09-12,17
2020-09-13,14
2020-09-14,11
2020-09-15,25
2020-09-16,36
2020-09-17,39
2020-09-18,22
2020-09-19,21
2020-09-20,23
2020-09-21,19
2020-09-22,32
2020-09-23,40
2020-09-24,36
2020-09-25,33
2020-09-26,20
2020-09-27,16
2020-09-28,23
2020-09-29,31
2020-09-30,50
2020-10-01,50
2020-10-02,45
2020-10-03,22
2020-10-04,16
2020-10-05,24
2020-10-06,29
2020-10-07,39
2020-10-08,47
2020-10-09,32
2020-10-10,15
2020-10-11,31
2020-10-12,27
2020-10-13,39
2020-10-14,30
2020-10-15,28
2020-10-16,34
2020-10-17,14
2020-10-18,23
2020-10-19,35
2020-10-20,22
2020-10-21,27
2020-10-22,24
2020-10-23,22
2020-10-24,26
2020-10-25,21
2020-10-26,29
2020-10-27,39
2020-10-28,28
2020-10-29,18
2020-10-30,27
2020-10-31,15
2020-11-01,19
2020-11-02,10
2020-11-03,22
2020-11-04,25
2020-11-05,23
2020-11-06,22
2020-11-07,15
2020-11-08,19
2020-11-09,14
2020-11-10,12
2020-11-11,17
2020-11-12,16
2020-11-13,15
2020-11-14,10
2020-11-15,19
2020-11-16,27
2020-11-17,44
2020-11-18,23
2020-11-19,19
2020-11-20,15
2020-11-21,10
2020-11-22,21
2020-11-23,12
2020-11-24,30
2020-11-25,22
2020-11-26,21
2020-11-27,27
2020-11-28,31
2020-11-29,24
2020-11-30,30
2020-12-01,21
2020-12-02,26
2020-12-03,18
2020-12-04,31
2020-12-05,20
2020-12-06,13
2020-12-07,48
2020-12-08,44
2020-12-09,20
2020-12-10,20
2020-12-11,19
2020-12-12,29
2020-12-13,22
2020-12-14,30
2020-12-15,31
2020-12-16,32
2020-12-17,29
2020-12-18,24
2020-12-19,20
2020-12-20,21
2020-12-21,41
2020-12-22,32
2020-12-23,42
2020-12-24,36
2020-12-25,29
2020-12-26,16
2020-12-27,31
2020-12-28,8
2020-12-29,29
2020-12-30,39
2020-12-31,40
2021-01-01,31
2021-01-02,19
2021-01-03,15
2021-01-04,22
2021-01-05,44
2021-01-06,19
2021-01-07,29
2021-01-08,24
2021-01-09,20
2021-01-10,33
2021-01-11,46
2021-01-12,35
2021-01-13,32
2021-01-14,22
2021-01-15,45
2021-01-16,24
2021-01-17,30
2021-01-18,52
2021-01-19,44
2021-01-20,33
2021-01-21,37
2021-01-22,25
2021-01-23,32
2021-01-24,35
2021-01-25,32
2021-01-26,25
2021-01-27,42
2021-01-28,23
2021-01-29,35
2021-01-30,21
2021-01-31,20
2021-02-01,29
2021-02-02,33
2021-02-03,17
2021-02-04,24
2021-02-05,40
2021-02-06,28
2021-02-07,16
2021-02-08,27
2021-02-09,25
2021-02-10,30
2021-02-11,23
2021-02-12,7
2021-02-13,22
2021-02-14,16
2021-02-15,21
2021-02-16,16
2021-02-17,21
2021-02-18,25
2021-02-19,15
2021-02-20,9
2021-02-21,16
2021-02-22,22
2021-02-23,14
2021-02-24,29
2021-02-25,29
2021-02-26,34
2021-02-27,25
2021-02-28,20
2021-03-01,20
2021-03-02,46
2021-03-03,26
2021-03-04,22
2021-03-05,13
2021-03-06,16
2021-03-07,23
2021-03-08,29
2021-03-09,32
2021-03-10,43
2021-03-11,36
2021-03-12,26
2021-03-13,17
2021-03-14,15
2021-03-15,18
2021-03-16,22
2021-03-17,25
2021-03-18,16
2021-03-19,23
2021-03-20,12
2021-03-21,21
2021-03-22,26
2021-03-23,31
2021-03-24,31
2021-03-25,33
2021-03-26,32
2021-03-27,27
2021-03-28,20
2021-03-29,27
2021-03-30,28
2021-03-31,30
2021-04-01,22
2021-04-02,34
2021-04-03,23
2021-04-04,40
2021-04-05,36
2021-04-06,32
2021-04-07,15
2021-04-08,18
2021-04-09,27
2021-04-10,20
2021-04-11,32
2021-04-12,34
2021-04-13,23
2021-04-14,15
2021-04-15,18
2021-04-16,23
2021-04-17,30
2021-04-18,15
2021-04-19,20
2021-04-20,30
2021-04-21,23
2021-04-22,25
2021-04-23,35
2021-04-24,18
2021-04-25,19
2021-04-26,22
2021-04-27,18
2021-04-28,16
2021-04-29,35
2021-04-30,24
2021-05-01,18
2021-05-02,35
2021-05-03,32
2021-05-04,34
2021-05-05,40
2021-05-06,17
2021-05-07,30
2021-05-08,28
2021-05-09,33
2021-05-10,33
2021-05-11,20
2021-05-12,22
2021-05-13,25
2021-05-14,34
2021-05-15,34
2021-05-16,26
2021-05-17,29
2021-05-18,31
2021-05-19,21
2021-05-20,26
2021-05-21,26
2021-05-22,15
2021-05-23,21
2021-05-24,20
2021-05-25,26
2021-05-26,34
2021-05-27,46
2021-05-28,40
2021-05-29,31
2021-05-30,41
2021-05-31,29
2021-06-01,39
2021-06-02,29
2021-06-03,15
2021-06-04,14
2021-06-05,35
2021-06-06,27
2021-06-07,44
2021-06-08,45
2021-06-09,36
2021-06-10,21
2021-06-11,31
2021-06-12,20
2021-06-13,19
2021-06-14,37
2021-06-15,43
2021-06-16,41
2021-06-17,35
2021-06-18,19
2021-06-19,20
2021-06-20,24
2021-06-21,37
2021-06-22,35
2021-06-23,34
2021-06-24,42
2021-06-25,34
2021-06-26,25
2021-06-27,29
2021-06-28,33
2021-06-29,28
2021-06-30,33
2021-07-01,60
2021-07-02,49
2021-07-03,20
2021-07-04,18
2021-07-05,21
2021-07-06,13
2021-07-07,25
2021-07-08,40
2021-07-09,29
2021-07-10,18
2021-07-11,20
2021-07-12,22
2021-07-13,43
2021-07-14,33
2021-07-15,30
2021-07-16,35
2021-07-17,21
2021-07-18,13
2021-07-19,17
2021-07-20,22
2021-07-21,23
2021-07-22,22
2021-07-23,47
2021-07-24,30
2021-07-25,31
2021-07-26,52
2021-07-27,25
2021-07-28,27
2021-07-29,40
2021-07-30,33
2021-07-31,22
2021-08-01,22
2021-08-02,41
2021-08-03,43
2021-08-04,33
2021-08-05,24
2021-08-06,13
2021-08-07,13
2021-08-08,23
2021-08-09,18
2021-08-10,32
2021-08-11,26
2021-08-12,28
2021-08-13,25
2021-08-14,23
2021-08-15,27
2021-08-16,46
2021-08-17,32
2021-08-18,52
2021-08-19,25
2021-08-20,26
2021-08-21,25
2021-08-22,35
2021-08-23,42
2021-08-24,42
2021-08-25,34
2021-08-26,28
2021-08-27,24
2021-08-28,28
2021-08-29,34
2021-08-30,58
2021-08-31,54
2021-09-01,38
2021-09-02,29
2021-09-03,21
2021-09-04,30
2021-09-05,29
2021-09-06,17
2021-09-07,26
2021-09-08,16
2021-09-09,26
2021-09-10,29
2021-09-11,35
2021-09-12,28
2021-09-13,39
2021-09-14,19
2021-09-15,22
2021-09-16,37
2021-09-17,48
2021-09-18,36
2021-09-19,21
2021-09-20,31
2021-09-21,20
2021-09-22,37
2021-09-23,39
2021-09-24,31
2021-09-25,20
2021-09-26,19
2021-09-27,40
2021-09-28,38
2021-09-29,40
2021-09-30,28
2021-10-01,34
2021-10-02,29
2021-10-03,26
2021-10-04,53
2021-10-05,46
2021-10-06,41
2021-10-07,54
2021-10-08,41
2021-10-09,22
2021-10-10,26
2021-10-11,33
2021-10-12,27
2021-10-13,57
2021-10-14,54
2021-10-15,35
2021-10-16,24
2021-10-17,28
2021-10-18,39
2021-10-19,32
2021-10-20,32
2021-10-21,17
2021-10-22,18
2021-10-23,31
2021-10-24,31
2021-10-25,26
2021-10-26,25
2021-10-27,28
2021-10-28,22
2021-10-29,20
2021-10-30,24
2021-10-31,21
2021-11-01,28
2021-11-02,39
2021-11-03,32
2021-11-04,31
2021-11-05,26
2021-11-06,22
2021-11-07,23
2021-11-08,37
2021-11-09,34
2021-11-10,20
2021-11-11,26
2021-11-12,33
2021-11-13,16
2021-11-14,26
2021-11-15,38
2021-11-16,46
2021-11-17,44
2021-11-18,25
2021-11-19,12
2021-11-20,20
2021-11-21,35
2021-11-22,38
2021-11-23,36
2021-11-24,21
2021-11-25,23
2021-11-26,27
2021-11-27,30
2021-11-28,30
2021-11-29,44
2021-11-30,31
2021-12-01,38
2021-12-02,43
2021-12-03,33
2021-12-04,21
2021-12-05,18
2021-12-06,24
2021-12-07,29
2021-12-08,28
2021-12-09,31
2021-12-10,24
2021-12-11,14
2021-12-12,25
2021-12-13,34
2021-12-14,18
2021-12-15,27
2021-12-16,28
2021-12-17,30
2021-12-18,18
2021-12-19,24
2021-12-20,34
2021-12-21,30
2021-12-22,29
2021-12-23,32
2021-12-24,19
2021-12-25,19
2021-12-26,29
2021-12-27,35
2021-12-28,26
2021-12-29,24
2021-12-30,34
2021-12-31,29
2022-01-01,24
2022-01-02,30
2022-01-03,37
2022-01-04,51
2022-01-05,37
2022-01-06,40
2022-01-07,28
2022-01-08,25
2022-01-09,19
2022-01-10,30
2022-01-11,32
2022-01-12,40
2022-01-13,46
2022-01-14,22
2022-01-15,23
2022-01-16,14
2022-01-17,42
2022-01-18,39
2022-01-19,25
2022-01-20,15
2022-01-21,23
2022-01-22,20
2022-01-23,15
2022-01-24,23
2022-01-25,33
2022-01-26,19
2022-01-27,27
2022-01-28,22
2022-01-29,21
2022-01-30,30
2022-01-31,27
2022-02-01,15
2022-02-02,22
2022-02-03,41
2022-02-04,40
2022-02-05,12
2022-02-06,21
2022-02-07,36
2022-02-08,23
2022-02-09,19
2022-02-10,33
2022-02-11,26
2022-02-12,17
2022-02-13,25
2022-02-14,36
2022-02-15,37
2022-02-16,31
2022-02-17,18
2022-02-18,14
2022-02-19,16
2022-02-20,17
2022-02-21,44
2022-02-22,33
2022-02-23,18
2022-02-24,15
2022-02-25,17
2022-02-26,21
2022-02-27,19
2022-02-28,26
2022-03-01,38
2022-03-02,36
2022-03-03,33
2022-03-04,21
2022-03-05,13
2022-03-06,29
2022-03-07,38
2022-03-08,29
2022-03-09,45
2022-03-10,22
2022-03-11,33
2022-03-12,22
2022-03-13,25
2022-03-14,28
2022-03-15,42
2022-03-16,43
2022-03-17,28
2022-03-18,39
2022-03-19,31
2022-03-20,24
2022-03-21,23
2022-03-22,27
2022-03-23,37
2022-03-24,33
2022-03-25,33
2022-03-26,27
2022-03-27,15
2022-03-28,31
2022-03-29,40
2022-03-30,22
2022-03-31,22
2022-04-01,20
2022-04-02,24
2022-04-03,42
2022-04-04,41
2022-04-05,27
2022-04-06,34
2022-04-07,27
2022-04-08,22
2022-04-09,30
2022-04-10,24
2022-04-11,46
2022-04-12,49
2022-04-13,22
2022-04-14,29
2022-04-15,23
2022-04-16,9
2022-04-17,18
2022-04-18,40
2022-04-19,28
2022-04-20,36
2022-04-21,31
2022-04-22,36
2022-04-23,20
2022-04-24,21
2022-04-25,13
2022-04-26,20
2022-04-27,22
2022-04-28,50
2022-04-29,32
2022-04-30,20
2022-05-01,28
2022-05-02,30
2022-05-03,26
2022-05-04,32
2022-05-05,32
2022-05-06,24
2022-05-07,24
2022-05-08,23
2022-05-09,40
2022-05-10,34
2022-05-11,41
2022-05-12,38
2022-05-13,23
2022-05-14,21
2022-05-15,22
2022-05-16,13
2022-05-17,29
2022-05-18,28
2022-05-19,26
2022-05-20,31
2022-05-21,23
2022-05-22,27
2022-05-23,23
2022-05-24,30
2022-05-25,39
2022-05-26,31
2022-05-27,33
2022-05-28,22
2022-05-29,29
2022-05-30,38
2022-05-31,33
2022-06-01,41
2022-06-02,43
2022-06-03,31
2022-06-04,23
2022-06-05,32
2022-06-06,41
2022-06-07,45
2022-06-08,60
2022-06-09,76
2022-06-10,59
2022-06-11,29
2022-06-12,22
2022-06-13,54
2022-06-14,33
2022-06-15,21
2022-06-16,34
2022-06-17,57
2022-06-18,21
2022-06-19,10
2022-06-20,38
2022-06-21,47
2022-06-22,35
2022-06-23,54
2022-06-24,47
2022-06-25,21
2022-06-26,28
2022-06-27,47
2022-06-28,51
2022-06-29,26
2022-06-30,33
2022-07-01,22
2022-07-02,32
2022-07-03,41
2022-07-04,50
2022-07-05,47
2022-07-06,48
2022-07-07,56
2022-07-08,39
2022-07-09,23
2022-07-10,27
2022-07-11,18
2022-07-12,34
2022-07-13,45
2022-07-14,35
2022-07-15,44
2022-07-16,24
2022-07-17,39
2022-07-18,53
2022-07-19,38
2022-07-20,51
2022-07-21,60
2022-07-22,48
2022-07-23,19
2022-07-24,30
2022-07-25,40
2022-07-26,56
2022-07-27,46
2022-07-28,40
2022-07-29,30
2022-07-30,25
2022-07-31,31
2022-08-01,56
2022-08-02,42
2022-08-03,38
2022-08-04,30
2022-08-05,26
2022-08-06,39
2022-08-07,52
2022-08-08,43
2022-08-09,41
2022-08-10,34
2022-08-11,41
2022-08-12,37
2022-08-13,23
2022-08-14,29
2022-08-15,50
2022-08-16,53
2022-08-17,54
2022-08-18,39
2022-08-19,47
2022-08-20,33
2022-08-21,34
2022-08-22,43
2022-08-23,40
2022-08-24,47
2022-08-25,41
2022-08-26,29
2022-08-27,24
2022-08-28,48
2022-08-29,45
2022-08-30,49
2022-08-31,50
2022-09-01,30
2022-09-02,23
2022-09-03,18
2022-09-04,15
2022-09-05,30
2022-09-06,57
2022-09-07,54
2022-09-08,49
2022-09-09,37
2022-09-10,21
2022-09-11,45
2022-09-12,36
2022-09-13,34
2022-09-14,45
2022-09-15,32
2022-09-16,36
2022-09-17,21
2022-09-18,26
2022-09-19,40
2022-09-20,42
2022-09-21,41
2022-09-22,32
2022-09-23,27
2022-09-24,32
2022-09-25,25
2022-09-26,42
2022-09-27,43
2022-09-28,43
2022-09-29,47
2022-09-30,53
2022-10-01,17
2022-10-02,29
2022-10-03,41
2022-10-04,47
2022-10-05,34
2022-10-06,42
2022-10-07,32
2022-10-08,30
2022-10-09,36
2022-10-10,59
2022-10-11,49
2022-10-12,43
2022-10-13,48
2022-10-14,34
2022-10-15,27
2022-10-16,32
2022-10-17,59
2022-10-18,32
2022-10-19,42
2022-10-20,38
2022-10-21,33
2022-10-22,37
2022-10-23,41
2022-10-24,30
2022-10-25,51
2022-10-26,55
2022-10-27,43
2022-10-28,38
2022-10-29,30
2022-10-30,20
2022-10-31,37
2022-11-01,41
2022-11-02,32
2022-11-03,25
2022-11-04,19
2022-11-05,11
2022-11-06,26
2022-11-07,45
2022-11-08,52
2022-11-09,37
2022-11-10,29
2022-11-11,32
2022-11-12,40
2022-11-13,39
2022-11-14,46
2022-11-15,27
2022-11-16,23
2022-11-17,24
2022-11-18,40
2022-11-19,22
2022-11-20,27
2022-11-21,43
2022-11-22,26
2022-11-23,42
2022-11-24,52
2022-11-25,34
2022-11-26,23
2022-11-27,32
2022-11-28,59
2022-11-29,66
2022-11-30,68
2022-12-01,50
2022-12-02,58
2022-12-03,33
2022-12-04,22
2022-12-05,22
2022-12-06,31
2022-12-07,18
2022-12-08,37
2022-12-09,44
2022-12-10,19
2022-12-11,31
2022-12-12,45
2022-12-13,36
2022-12-14,40
2022-12-15,31
2022-12-16,22
2022-12-17,37
2022-12-18,23
2022-12-19,69
2022-12-20,51
2022-12-21,59
2022-12-22,41
2022-12-23,39
2022-12-24,34
2022-12-25,25
2022-12-26,33
2022-12-27,45
2022-12-28,37
2022-12-29,43
2022-12-30,33
2022-12-31,27
2023-01-01,36
2023-01-02,34
2023-01-03,30
2023-01-04,38
2023-01-05,44
2023-01-06,35
2023-01-07,38
2023-01-08,35
2023-01-09,44
2023-01-10,39
2023-01-11,26
2023-01-12,40
2023-01-13,35
2023-01-14,33
2023-01-15,39
2023-01-16,51
2023-01-17,45
2023-01-18,19
2023-01-19,33
2023-01-20,40
2023-01-21,26
2023-01-22,16
2023-01-23,32
2023-01-24,28
2023-01-25,32
2023-01-26,48
2023-01-27,29
2023-01-28,25
2023-01-29,26
2023-01-30,30
2023-01-31,34
2023-02-01,34
2023-02-02,38
2023-02-03,43
2023-02-04,34
2023-02-05,28
2023-02-06,40
2023-02-07,31
2023-02-08,40
2023-02-09,23
2023-02-10,40
2023-02-11,24
2023-02-12,42
2023-02-13,42
2023-02-14,45
2023-02-15,42
2023-02-16,45
2023-02-17,40
2023-02-18,27
2023-02-19,24
2023-02-20,40
2023-02-21,54
2023-02-22,50
2023-02-23,52
2023-02-24,45
2023-02-25,33
2023-02-26,33
2023-02-27,35
2023-02-28,33
2023-03-01,46
2023-03-02,51
2023-03-03,57
2023-03-04,32
2023-03-05,26
2023-03-06,49
2023-03-07,47
2023-03-08,38
2023-03-09,36
2023-03-10,33
2023-03-11,22
2023-03-12,37
2023-03-13,37
2023-03-14,63
2023-03-15,44
2023-03-16,32
2023-03-17,47
2023-03-18,35
2023-03-19,15
2023-03-20,46
2023-03-21,25
2023-03-22,37
2023-03-23,51
2023-03-24,23
2023-03-25,18
2023-03-26,25
2023-03-27,44
2023-03-28,43
2023-03-29,41
2023-03-30,42
2023-03-31,29
2023-04-01,11
2023-04-02,27
2023-04-03,37
2023-04-04,33
2023-04-05,34
2023-04-06,20
2023-04-07,22
2023-04-08,27
2023-04-09,20
2023-04-10,37
2023-04-11,35
2023-04-12,43
2023-04-13,35
2023-04-14,28
2023-04-15,34
2023-04-16,35
2023-04-17,27
2023-04-18,35
2023-04-19,30
2023-04-20,42
2023-04-21,43
2023-04-22,26
2023-04-23,26
2023-04-24,40
2023-04-25,23
2023-04-26,36
2023-04-27,39
2023-04-28,40
2023-04-29,24
2023-04-30,34
2023-05-01,29
2023-05-02,29
2023-05-03,43
2023-05-04,39
2023-05-05,43
2023-05-06,30
2023-05-07,27
2023-05-08,46
2023-05-09,41
2023-05-10,35
2023-05-11,44
2023-05-12,46
2023-05-13,17
2023-05-14,27
2023-05-15,33
2023-05-16,56
2023-05-17,63
2023-05-18,40
2023-05-19,39
2023-05-20,21
2023-05-21,32
2023-05-22,37
2023-05-23,34
2023-05-24,31
2023-05-25,29
2023-05-26,33
2023-05-27,28
2023-05-28,26
2023-05-29,18
2023-05-30,38
2023-05-31,58
2023-06-01,54
2023-06-02,55
2023-06-03,22
2023-06-04,36
2023-06-05,53
2023-06-06,33
2023-06-07,25
2023-06-08,31
2023-06-09,43
2023-06-10,26
2023-06-11,19
2023-06-12,40
2023-06-13,53
2023-06-14,42
2023-06-15,42
2023-06-16,32
2023-06-17,23
2023-06-18,25
2023-06-19,39
2023-06-20,71
2023-06-21,45
2023-06-22,45
2023-06-23,44
2023-06-24,35
2023-06-25,13
2023-06-26,34
2023-06-27,21
2023-06-28,32
2023-06-29,37
2023-06-30,46
2023-07-01,37
2023-07-02,31
2023-07-03,50
2023-07-04,42
2023-07-05,49
2023-07-06,42
2023-07-07,38
2023-07-08,28
2023-07-09,25
2023-07-10,20
2023-07-11,28
2023-07-12,42
2023-07-13,44
2023-07-14,32
2023-07-15,23
2023-07-16,32
2023-07-17,38
2023-07-18,20
2023-07-19,19
2023-07-20,38
2023-07-21,46
2023-07-22,40
2023-07-23,43
2023-07-24,49
2023-07-25,40
2023-07-26,31
2023-07-27,26
2023-07-28,37
2023-07-29,34
2023-07-30,40
2023-07-31,60
2023-08-01,50
2023-08-02,40
2023-08-03,29
2023-08-04,29
2023-08-05,27
2023-08-06,38
2023-08-07,44
2023-08-08,35
2023-08-09,37
2023-08-10,33
2023-08-11,38
2023-08-12,28
2023-08-13,36
2023-08-14,31
2023-08-15,39
2023-08-16,40
2023-08-17,36
2023-08-18,43
2023-08-19,30
2023-08-20,33
2023-08-21,43
2023-08-22,32
2023-08-23,38
2023-08-24,28
2023-08-25,46
2023-08-26,28
2023-08-27,34
2023-08-28,59
2023-08-29,45
2023-08-30,32
2023-08-31,27
2023-09-01,30
2023-09-02,26
2023-09-03,24
2023-09-04,34
2023-09-05,43
2023-09-06,37
2023-09-07,29
2023-09-08,41
2023-09-09,23
2023-09-10,28
2023-09-11,29
2023-09-12,29
2023-09-13,35
2023-09-14,36
2023-09-15,33
2023-09-16,32
2023-09-17,34
2023-09-18,41
2023-09-19,48
2023-09-20,53
2023-09-21,43
2023-09-22,48
2023-09-23,23
2023-09-24,13
2023-09-25,25
2023-09-26,32
2023-09-27,34
2023-09-28,47
2023-09-29,36
2023-09-30,28
2023-10-01,31
2023-10-02,34
2023-10-03,36
2023-10-04,34
2023-10-05,45
2023-10-06,36
2023-10-07,34
2023-10-08,36
2023-10-09,44
2023-10-10,43
2023-10-11,40
2023-10-12,39
2023-10-13,38
2023-10-14,22
2023-10-15,25
2023-10-16,31
2023-10-17,47
2023-10-18,30
2023-10-19,39
2023-10-20,31
2023-10-21,26
2023-10-22,19
2023-10-23,31
2023-10-24,42
2023-10-25,43
2023-10-26,33
2023-10-27,34
2023-10-28,16
2023-10-29,25
2023-10-30,21
2023-10-31,21
2023-11-01,23
2023-11-02,35
2023-11-03,31
2023-11-04,26
2023-11-05,18
2023-11-06,41
2023-11-07,29
2023-11-08,37
2023-11-09,38
2023-11-10,27
2023-11-11,27
2023-11-12,27
2023-11-13,38
2023-11-14,30
2023-11-15,15
2023-11-16,21
2023-11-17,32
2023-11-18,24
2023-11-19,26
2023-11-20,24
2023-11-21,25
2023-11-22,33
2023-11-23,33
2023-11-24,34
2023-11-25,34
2023-11-26,34
2023-11-27,26
2023-11-28,36
2023-11-29,27
2023-11-30,28
2023-12-01,37
2023-12-02,23
2023-12-03,16
2023-12-04,49
2023-12-05,27
2023-12-06,25
2023-12-07,31
2023-12-08,36
2023-12-09,28
2023-12-10,28
2023-12-11,36
2023-12-12,29
2023-12-13,34
2023-12-14,35
2023-12-15,42
2023-12-16,30
2023-12-17,28
2023-12-18,42
2023-12-19,50
2023-12-20,36
2023-12-21,33
2023-12-22,31
2023-12-23,39
2023-12-24,20
2023-12-25,12
2023-12-26,21
2023-12-27,34
2023-12-28,33
2023-12-29,35
2023-12-30,31
2023-12-31,23
2024-01-01,18
2024-01-02,36
2024-01-03,51
2024-01-04,29
2024-01-05,39
2024-01-06,42
2024-01-07,45
2024-01-08,52
2024-01-09,46
2024-01-10,43
2024-01-11,35
2024-01-12,40
2024-01-13,31
2024-01-14,35
2024-01-15,37
2024-01-16,50
2024-01-17,39
2024-01-18,34
2024-01-19,32
2024-01-20,28
2024-01-21,21
2024-01-22,29
2024-01-23,44
2024-01-24,41
2024-01-25,41
2024-01-26,40
2024-01-27,21
2024-01-28,24
2024-01-29,40
2024-01-30,46
2024-01-31,44
2024-02-01,34
2024-02-02,45
2024-02-03,30
2024-02-04,23
2024-02-05,36
2024-02-06,51
2024-02-07,69
2024-02-08,41
2024-02-09,34
2024-02-10,30
2024-02-11,35
2024-02-12,46
2024-02-13,34
2024-02-14,39
2024-02-15,32
2024-02-16,39
2024-02-17,24
2024-02-18,29
2024-02-19,61
2024-02-20,41
2024-02-21,40
2024-02-22,55
2024-02-23,41
2024-02-24,26
2024-02-25,27
2024-02-26,35
2024-02-27,32
2024-02-28,29
2024-02-29,31
2024-03-01,18
2024-03-02,24
2024-03-03,29
2024-03-04,30
2024-03-05,34
2024-03-06,46
2024-03-07,43
2024-03-08,33
2024-03-09,29
2024-03-10,33
2024-03-11,54
2024-03-12,34
2024-03-13,35
2024-03-14,26
2024-03-15,55
2024-03-16,37
2024-03-17,47
2024-03-18,41
2024-03-19,39
2024-03-20,35
2024-03-21,46
