event_date,base_users,retained_users,d1_retention
2011-09-28,13,5,0.38461538461538464
2011-09-29,17,6,0.35294117647058826
2011-09-30,13,5,0.38461538461538464
2011-10-01,13,6,0.46153846153846156
2011-10-02,18,8,0.4444444444444444
2011-10-03,23,9,0.391304347826087
2011-10-04,14,8,0.5714285714285714
2011-10-05,16,6,0.375
2011-10-06,9,6,0.6666666666666666
2011-10-07,18,1,0.05555555555555555
2011-10-08,8,3,0.375
2011-10-09,16,7,0.4375
2011-10-10,14,3,0.21428571428571427
2011-10-11,6,3,0.5
2011-10-12,9,4,0.4444444444444444
2011-10-13,17,5,0.29411764705882354
2011-10-14,10,3,0.3
2011-10-15,13,6,0.46153846153846156
2011-10-16,15,6,0.4
2011-10-17,16,5,0.3125
2011-10-18,16,5,0.3125
2011-10-19,23,9,0.391304347826087
2011-10-20,20,6,0.3
2011-10-21,11,6,0.5454545454545454
2011-10-22,14,6,0.42857142857142855
2011-10-23,16,8,0.5
2011-10-24,18,5,0.2777777777777778
2011-10-25,7,3,0.42857142857142855
2011-10-26,26,9,0.34615384615384615
2011-10-27,21,7,0.3333333333333333
2011-10-28,41,6,0.14634146341463414
2011-10-29,17,3,0.17647058823529413
2011-10-30,8,5,0.625
2011-10-31,25,7,0.28
2011-11-01,14,7,0.5
2011-11-02,20,7,0.35
2011-11-03,21,5,0.23809523809523808
2011-11-04,16,7,0.4375
2011-11-05,18,8,0.4444444444444444
2011-11-06,16,10,0.625
2011-11-07,33,16,0.48484848484848486
2011-11-08,21,8,0.38095238095238093
2011-11-09,30,13,0.43333333333333335
2011-11-10,28,4,0.14285714285714285
2011-11-11,7,2,0.2857142857142857
2011-11-12,13,5,0.38461538461538464
2011-11-13,8,3,0.375
2011-11-14,15,7,0.4666666666666667
2011-11-15,19,6,0.3157894736842105
2011-11-16,17,8,0.47058823529411764
2011-11-17,19,8,0.42105263157894735
2011-11-18,18,5,0.2777777777777778
2011-11-19,7,5,0.7142857142857143
2011-11-20,7,5,0.7142857142857143
2011-11-21,16,7,0.4375
2011-11-22,18,6,0.3333333333333333
2011-11-23,20,6,0.3
2011-11-24,11,6,0.5454545454545454
2011-11-25,17,4,0.23529411764705882
2011-11-26,14,4,0.2857142857142857
2011-11-27,10,4,0.4
2011-11-28,18,9,0.5
2011-11-29,32,12,0.375
2011-11-30,24,10,0.4166666666666667
2011-12-01,20,9,0.45
2011-12-02,23,4,0.17391304347826086
2011-12-03,10,2,0.2
2011-12-04,12,6,0.5
2011-12-05,20,6,0.3
2011-12-06,19,9,0.47368421052631576
2011-12-07,29,9,0.3103448275862069
2011-12-08,19,8,0.42105263157894735
2011-12-09,22,5,0.22727272727272727
2011-12-10,13,2,0.15384615384615385
2011-12-11,8,3,0.375
2011-12-12,23,10,0.43478260869565216
2011-12-13,22,12,0.5454545454545454
2011-12-14,22,11,0.5
2011-12-15,19,10,0.5263157894736842
2011-12-16,22,9,0.4090909090909091
2011-12-17,15,5,0.3333333333333333
2011-12-18,12,9,0.75
2011-12-19,21,15,0.7142857142857143
2011-12-20,24,14,0.5833333333333334
2011-12-21,21,11,0.5238095238095238
2011-12-22,22,7,0.3181818181818182
2011-12-23,14,5,0.35714285714285715
2011-12-24,11,4,0.36363636363636365
2011-12-25,10,3,0.3
2011-12-26,12,5,0.4166666666666667
2011-12-27,19,10,0.5263157894736842
2011-12-28,24,11,0.4583333333333333
2011-12-29,23,7,0.30434782608695654
2011-12-30,16,3,0.1875
2011-12-31,5,3,0.6
2012-01-01,10,5,0.5
2012-01-02,16,3,0.1875
2012-01-03,13,5,0.38461538461538464
2012-01-04,23,4,0.17391304347826086
2012-01-05,14,2,0.14285714285714285
2012-01-06,4,2,0.5
2012-01-07,12,5,0.4166666666666667
2012-01-08,16,7,0.4375
2012-01-09,18,7,0.3888888888888889
2012-01-10,21,12,0.5714285714285714
2012-01-11,26,10,0.38461538461538464
2012-01-12,27,12,0.4444444444444444
2012-01-13,25,4,0.16
2012-01-14,8,2,0.25
2012-01-15,10,4,0.4
2012-01-16,24,8,0.3333333333333333
2012-01-17,24,10,0.4166666666666667
2012-01-18,27,11,0.4074074074074074
2012-01-19,24,6,0.25
2012-01-20,21,8,0.38095238095238093
2012-01-21,19,7,0.3684210526315789
2012-01-22,17,12,0.7058823529411765
2012-01-23,33,15,0.45454545454545453
2012-01-24,29,10,0.3448275862068966
2012-01-25,23,9,0.391304347826087
2012-01-26,25,10,0.4
2012-01-27,20,8,0.4
2012-01-28,14,7,0.5
2012-01-29,24,12,0.5
2012-01-30,37,18,0.4864864864864865
2012-01-31,36,11,0.3055555555555556
2012-02-01,21,9,0.42857142857142855
2012-02-02,40,8,0.2
2012-02-03,17,3,0.17647058823529413
2012-02-04,12,3,0.25
2012-02-05,13,5,0.38461538461538464
2012-02-06,15,10,0.6666666666666666
2012-02-07,23,11,0.4782608695652174
2012-02-08,33,12,0.36363636363636365
2012-02-09,25,4,0.16
2012-02-10,17,3,0.17647058823529413
2012-02-11,12,5,0.4166666666666667
2012-02-12,14,10,0.7142857142857143
2012-02-13,28,13,0.4642857142857143
2012-02-14,22,12,0.5454545454545454
2012-02-15,21,11,0.5238095238095238
2012-02-16,26,8,0.3076923076923077
2012-02-17,14,4,0.2857142857142857
2012-02-18,10,2,0.2
2012-02-19,17,12,0.7058823529411765
2012-02-20,31,10,0.3225806451612903
2012-02-21,27,8,0.2962962962962963
2012-02-22,24,10,0.4166666666666667
2012-02-23,20,4,0.2
2012-02-24,17,4,0.23529411764705882
2012-02-25,12,4,0.3333333333333333
2012-02-26,13,6,0.46153846153846156
2012-02-27,20,7,0.35
2012-02-28,17,10,0.5882352941176471
2012-02-29,16,9,0.5625
2012-03-01,19,7,0.3684210526315789
2012-03-02,16,2,0.125
2012-03-03,9,2,0.2222222222222222
2012-03-04,13,8,0.6153846153846154
2012-03-05,22,8,0.36363636363636365
2012-03-06,23,10,0.43478260869565216
2012-03-07,16,10,0.625
2012-03-08,25,7,0.28
2012-03-09,14,1,0.07142857142857142
2012-03-10,9,4,0.4444444444444444
2012-03-11,16,3,0.1875
2012-03-12,13,6,0.46153846153846156
2012-03-13,21,9,0.42857142857142855
2012-03-14,22,10,0.45454545454545453
2012-03-15,26,9,0.34615384615384615
2012-03-16,21,3,0.14285714285714285
2012-03-17,10,5,0.5
2012-03-18,15,6,0.4
2012-03-19,18,7,0.3888888888888889
2012-03-20,29,6,0.20689655172413793
2012-03-21,12,2,0.16666666666666666
2012-03-22,16,7,0.4375
2012-03-23,21,5,0.23809523809523808
2012-03-24,12,5,0.4166666666666667
2012-03-25,17,7,0.4117647058823529
2012-03-26,21,6,0.2857142857142857
2012-03-27,20,9,0.45
2012-03-28,18,11,0.6111111111111112
2012-03-29,21,8,0.38095238095238093
2012-03-30,22,9,0.4090909090909091
2012-03-31,15,5,0.3333333333333333
2012-04-01,9,4,0.4444444444444444
2012-04-02,19,8,0.42105263157894735
2012-04-03,20,3,0.15
2012-04-04,15,6,0.4
2012-04-05,23,5,0.21739130434782608
2012-04-06,11,2,0.18181818181818182
2012-04-07,10,1,0.1
2012-04-08,12,2,0.16666666666666666
2012-04-09,8,0,0.0
2012-04-10,15,4,0.26666666666666666
2012-04-11,18,7,0.3888888888888889
2012-04-12,16,7,0.4375
2012-04-13,23,10,0.43478260869565216
2012-04-14,16,5,0.3125
2012-04-15,25,9,0.36
2012-04-16,18,7,0.3888888888888889
2012-04-17,25,7,0.28
2012-04-18,16,4,0.25
2012-04-19,15,8,0.5333333333333333
2012-04-20,18,6,0.3333333333333333
2012-04-21,9,6,0.6666666666666666
2012-04-22,17,4,0.23529411764705882
2012-04-23,21,9,0.42857142857142855
2012-04-24,21,7,0.3333333333333333
2012-04-25,18,9,0.5
2012-04-26,20,10,0.5
2012-04-27,22,4,0.18181818181818182
2012-04-28,17,2,0.11764705882352941
2012-04-29,8,3,0.375
2012-04-30,21,7,0.3333333333333333
2012-05-01,17,7,0.4117647058823529
2012-05-02,20,10,0.5
2012-05-03,24,12,0.5
2012-05-04,30,5,0.16666666666666666
2012-05-05,12,0,0.0
2012-05-06,11,3,0.2727272727272727
2012-05-07,23,9,0.391304347826087
2012-05-08,25,13,0.52
2012-05-09,30,7,0.23333333333333334
2012-05-10,23,2,0.08695652173913043
2012-05-11,12,3,0.25
2012-05-12,19,7,0.3684210526315789
2012-05-13,15,9,0.6
2012-05-14,31,10,0.3225806451612903
2012-05-15,26,10,0.38461538461538464
2012-05-16,22,7,0.3181818181818182
2012-05-17,18,5,0.2777777777777778
2012-05-18,13,1,0.07692307692307693
2012-05-19,9,1,0.1111111111111111
2012-05-20,17,5,0.29411764705882354
2012-05-21,20,7,0.35
2012-05-22,25,9,0.36
2012-05-23,23,10,0.43478260869565216
2012-05-24,28,9,0.32142857142857145
2012-05-25,22,4,0.18181818181818182
2012-05-26,16,7,0.4375
2012-05-27,21,5,0.23809523809523808
2012-05-28,16,10,0.625
2012-05-29,22,10,0.45454545454545453
2012-05-30,25,11,0.44
2012-05-31,27,8,0.2962962962962963
2012-06-01,23,7,0.30434782608695654
2012-06-02,15,6,0.4
2012-06-03,16,7,0.4375
2012-06-04,20,5,0.25
2012-06-05,15,6,0.4
2012-06-06,20,5,0.25
2012-06-07,21,8,0.38095238095238093
2012-06-08,20,1,0.05
2012-06-09,11,4,0.36363636363636365
2012-06-10,15,8,0.5333333333333333
2012-06-11,27,13,0.48148148148148145
2012-06-12,24,9,0.375
2012-06-13,22,11,0.5
2012-06-14,52,13,0.25
2012-06-15,40,5,0.125
2012-06-16,12,2,0.16666666666666666
2012-06-17,20,6,0.3
2012-06-18,25,14,0.56
2012-06-19,36,10,0.2777777777777778
2012-06-20,20,7,0.35
2012-06-21,29,13,0.4482758620689655
2012-06-22,31,15,0.4838709677419355
2012-06-23,24,10,0.4166666666666667
2012-06-24,21,10,0.47619047619047616
2012-06-25,27,9,0.3333333333333333
2012-06-26,23,5,0.21739130434782608
2012-06-27,17,8,0.47058823529411764
2012-06-28,19,6,0.3157894736842105
2012-06-29,24,7,0.2916666666666667
2012-06-30,20,8,0.4
2012-07-01,19,9,0.47368421052631576
2012-07-02,19,7,0.3684210526315789
2012-07-03,23,6,0.2608695652173913
2012-07-04,14,4,0.2857142857142857
2012-07-05,21,10,0.47619047619047616
2012-07-06,19,2,0.10526315789473684
2012-07-07,7,3,0.42857142857142855
2012-07-08,14,6,0.42857142857142855
2012-07-09,17,6,0.35294117647058826
2012-07-10,27,8,0.2962962962962963
2012-07-11,22,6,0.2727272727272727
2012-07-12,21,3,0.14285714285714285
2012-07-13,9,1,0.1111111111111111
2012-07-14,11,3,0.2727272727272727
2012-07-15,8,2,0.25
2012-07-16,17,9,0.5294117647058824
2012-07-17,19,8,0.42105263157894735
2012-07-18,21,6,0.2857142857142857
2012-07-19,17,5,0.29411764705882354
2012-07-20,20,5,0.25
2012-07-21,9,5,0.5555555555555556
2012-07-22,17,2,0.11764705882352941
2012-07-23,12,5,0.4166666666666667
2012-07-24,34,5,0.14705882352941177
2012-07-25,12,3,0.25
2012-07-26,16,3,0.1875
2012-07-27,20,4,0.2
2012-07-28,6,1,0.16666666666666666
2012-07-29,9,3,0.3333333333333333
2012-07-30,21,7,0.3333333333333333
2012-07-31,17,3,0.17647058823529413
2012-08-01,6,1,0.16666666666666666
2012-08-02,17,5,0.29411764705882354
2012-08-03,18,5,0.2777777777777778
2012-08-04,9,3,0.3333333333333333
2012-08-05,9,5,0.5555555555555556
2012-08-06,21,5,0.23809523809523808
2012-08-07,23,5,0.21739130434782608
2012-08-08,19,4,0.21052631578947367
2012-08-09,19,7,0.3684210526315789
2012-08-10,27,7,0.25925925925925924
2012-08-11,17,7,0.4117647058823529
2012-08-12,22,11,0.5
2012-08-13,24,5,0.20833333333333334
2012-08-14,16,5,0.3125
2012-08-15,18,6,0.3333333333333333
2012-08-16,27,13,0.48148148148148145
2012-08-17,19,4,0.21052631578947367
2012-08-18,11,6,0.5454545454545454
2012-08-19,22,9,0.4090909090909091
2012-08-20,22,9,0.4090909090909091
2012-08-21,22,6,0.2727272727272727
2012-08-22,19,6,0.3157894736842105
2012-08-23,22,4,0.18181818181818182
2012-08-24,19,4,0.21052631578947367
2012-08-25,17,2,0.11764705882352941
2012-08-26,12,4,0.3333333333333333
2012-08-27,25,7,0.28
2012-08-28,25,7,0.28
2012-08-29,21,6,0.2857142857142857
2012-08-30,15,3,0.2
2012-08-31,17,4,0.23529411764705882
2012-09-01,11,3,0.2727272727272727
2012-09-02,10,5,0.5
2012-09-03,29,6,0.20689655172413793
2012-09-04,19,5,0.2631578947368421
2012-09-05,15,5,0.3333333333333333
2012-09-06,21,6,0.2857142857142857
2012-09-07,21,4,0.19047619047619047
2012-09-08,10,5,0.5
2012-09-09,20,4,0.2
2012-09-10,18,10,0.5555555555555556
2012-09-11,21,9,0.42857142857142855
2012-09-12,24,9,0.375
2012-09-13,24,9,0.375
2012-09-14,25,7,0.28
2012-09-15,16,7,0.4375
2012-09-16,20,12,0.6
2012-09-17,26,13,0.5
2012-09-18,24,9,0.375
2012-09-19,23,11,0.4782608695652174
2012-09-20,33,11,0.3333333333333333
2012-09-21,19,4,0.21052631578947367
2012-09-22,11,3,0.2727272727272727
2012-09-23,14,4,0.2857142857142857
2012-09-24,17,5,0.29411764705882354
2012-09-25,22,5,0.22727272727272727
2012-09-26,13,6,0.46153846153846156
2012-09-27,13,5,0.38461538461538464
2012-09-28,19,5,0.2631578947368421
2012-09-29,11,5,0.45454545454545453
2012-09-30,18,6,0.3333333333333333
2012-10-01,18,6,0.3333333333333333
2012-10-02,18,3,0.16666666666666666
2012-10-03,13,5,0.38461538461538464
2012-10-04,17,7,0.4117647058823529
2012-10-05,34,5,0.14705882352941177
2012-10-06,10,1,0.1
2012-10-07,16,6,0.375
2012-10-08,20,7,0.35
2012-10-09,22,6,0.2727272727272727
2012-10-10,28,9,0.32142857142857145
2012-10-11,22,7,0.3181818181818182
2012-10-12,16,2,0.125
2012-10-13,9,3,0.3333333333333333
2012-10-14,15,5,0.3333333333333333
2012-10-15,20,5,0.25
2012-10-16,14,5,0.35714285714285715
2012-10-17,24,8,0.3333333333333333
2012-10-18,22,6,0.2727272727272727
2012-10-19,32,6,0.1875
2012-10-20,13,3,0.23076923076923078
2012-10-21,13,5,0.38461538461538464
2012-10-22,16,8,0.5
2012-10-23,15,3,0.2
2012-10-24,14,4,0.2857142857142857
2012-10-25,17,3,0.17647058823529413
2012-10-26,16,2,0.125
2012-10-27,4,2,0.5
2012-10-28,17,5,0.29411764705882354
2012-10-29,22,7,0.3181818181818182
2012-10-30,24,7,0.2916666666666667
2012-10-31,22,10,0.45454545454545453
2012-11-01,19,7,0.3684210526315789
2012-11-02,17,3,0.17647058823529413
2012-11-03,11,4,0.36363636363636365
2012-11-04,11,4,0.36363636363636365
2012-11-05,13,5,0.38461538461538464
2012-11-06,16,6,0.375
2012-11-07,21,5,0.23809523809523808
2012-11-08,10,3,0.3
2012-11-09,13,6,0.46153846153846156
2012-11-10,12,3,0.25
2012-11-11,10,4,0.4
2012-11-12,30,6,0.2
2012-11-13,22,4,0.18181818181818182
2012-11-14,12,1,0.08333333333333333
2012-11-15,14,3,0.21428571428571427
2012-11-16,16,2,0.125
2012-11-17,11,4,0.36363636363636365
2012-11-18,10,1,0.1
2012-11-19,23,6,0.2608695652173913
2012-11-20,27,7,0.25925925925925924
2012-11-21,18,1,0.05555555555555555
2012-11-22,15,4,0.26666666666666666
2012-11-23,18,5,0.2777777777777778
2012-11-24,18,2,0.1111111111111111
2012-11-25,17,2,0.11764705882352941
2012-11-26,20,4,0.2
2012-11-27,14,2,0.14285714285714285
2012-11-28,26,10,0.38461538461538464
2012-11-29,19,8,0.42105263157894735
2012-11-30,16,2,0.125
2012-12-01,17,1,0.058823529411764705
2012-12-02,9,3,0.3333333333333333
2012-12-03,37,9,0.24324324324324326
2012-12-04,23,7,0.30434782608695654
2012-12-05,17,3,0.17647058823529413
2012-12-06,21,9,0.42857142857142855
2012-12-07,21,8,0.38095238095238093
2012-12-08,14,4,0.2857142857142857
2012-12-09,18,10,0.5555555555555556
2012-12-10,29,11,0.3793103448275862
2012-12-11,22,12,0.5454545454545454
2012-12-12,27,6,0.2222222222222222
2012-12-13,15,5,0.3333333333333333
2012-12-14,15,2,0.13333333333333333
2012-12-15,6,3,0.5
2012-12-16,14,8,0.5714285714285714
2012-12-17,26,12,0.46153846153846156
2012-12-18,22,7,0.3181818181818182
2012-12-19,17,9,0.5294117647058824
2012-12-20,28,6,0.21428571428571427
2012-12-21,14,6,0.42857142857142855
2012-12-22,19,7,0.3684210526315789
2012-12-23,25,8,0.32
2012-12-24,23,8,0.34782608695652173
2012-12-25,12,3,0.25
2012-12-26,16,7,0.4375
2012-12-27,13,1,0.07692307692307693
2012-12-28,12,1,0.08333333333333333
2012-12-29,12,3,0.25
2012-12-30,13,4,0.3076923076923077
2012-12-31,20,0,0.0
2013-01-01,7,2,0.2857142857142857
2013-01-02,17,4,0.23529411764705882
2013-01-03,14,5,0.35714285714285715
2013-01-04,20,7,0.35
2013-01-05,23,6,0.2608695652173913
2013-01-06,22,7,0.3181818181818182
2013-01-07,20,5,0.25
2013-01-08,20,7,0.35
2013-01-09,29,8,0.27586206896551724
2013-01-10,35,11,0.3142857142857143
2013-01-11,23,3,0.13043478260869565
2013-01-12,14,3,0.21428571428571427
2013-01-13,15,4,0.26666666666666666
2013-01-14,17,8,0.47058823529411764
2013-01-15,35,12,0.34285714285714286
2013-01-16,27,8,0.2962962962962963
2013-01-17,19,5,0.2631578947368421
2013-01-18,14,2,0.14285714285714285
2013-01-19,7,1,0.14285714285714285
2013-01-20,16,4,0.25
2013-01-21,20,10,0.5
2013-01-22,36,13,0.3611111111111111
2013-01-23,32,12,0.375
2013-01-24,31,17,0.5483870967741935
2013-01-25,41,11,0.2682926829268293
2013-01-26,18,10,0.5555555555555556
2013-01-27,29,9,0.3103448275862069
2013-01-28,38,17,0.4473684210526316
2013-01-29,37,11,0.2972972972972973
2013-01-30,25,8,0.32
2013-01-31,27,13,0.48148148148148145
2013-02-01,26,7,0.2692307692307692
2013-02-02,19,5,0.2631578947368421
2013-02-03,19,5,0.2631578947368421
2013-02-04,23,7,0.30434782608695654
2013-02-05,28,9,0.32142857142857145
2013-02-06,32,10,0.3125
2013-02-07,37,11,0.2972972972972973
2013-02-08,35,7,0.2
2013-02-09,24,9,0.375
2013-02-10,31,11,0.3548387096774194
2013-02-11,36,16,0.4444444444444444
2013-02-12,38,17,0.4473684210526316
2013-02-13,54,21,0.3888888888888889
2013-02-14,43,14,0.32558139534883723
2013-02-15,26,7,0.2692307692307692
2013-02-16,17,6,0.35294117647058826
2013-02-17,16,11,0.6875
2013-02-18,42,16,0.38095238095238093
2013-02-19,38,14,0.3684210526315789
2013-02-20,37,16,0.43243243243243246
2013-02-21,42,13,0.30952380952380953
2013-02-22,30,5,0.16666666666666666
2013-02-23,16,5,0.3125
2013-02-24,21,10,0.47619047619047616
2013-02-25,41,11,0.2682926829268293
2013-02-26,34,12,0.35294117647058826
2013-02-27,34,10,0.29411764705882354
2013-02-28,27,9,0.3333333333333333
2013-03-01,33,12,0.36363636363636365
2013-03-02,31,13,0.41935483870967744
2013-03-03,41,20,0.4878048780487805
2013-03-04,56,20,0.35714285714285715
2013-03-05,40,17,0.425
2013-03-06,37,17,0.4594594594594595
2013-03-07,42,15,0.35714285714285715
2013-03-08,39,7,0.1794871794871795
2013-03-09,23,12,0.5217391304347826
2013-03-10,33,10,0.30303030303030304
2013-03-11,35,8,0.22857142857142856
2013-03-12,27,10,0.37037037037037035
2013-03-13,31,9,0.2903225806451613
2013-03-14,31,9,0.2903225806451613
2013-03-15,25,5,0.2
2013-03-16,23,9,0.391304347826087
2013-03-17,28,11,0.39285714285714285
2013-03-18,29,12,0.41379310344827586
2013-03-19,33,16,0.48484848484848486
2013-03-20,36,11,0.3055555555555556
2013-03-21,32,12,0.375
2013-03-22,28,3,0.10714285714285714
2013-03-23,15,2,0.13333333333333333
2013-03-24,27,9,0.3333333333333333
2013-03-25,35,19,0.5428571428571428
2013-03-26,42,18,0.42857142857142855
2013-03-27,42,12,0.2857142857142857
2013-03-28,32,4,0.125
2013-03-29,15,5,0.3333333333333333
2013-03-30,19,3,0.15789473684210525
2013-03-31,17,8,0.47058823529411764
2013-04-01,29,12,0.41379310344827586
2013-04-02,30,16,0.5333333333333333
2013-04-03,34,13,0.38235294117647056
2013-04-04,28,10,0.35714285714285715
2013-04-05,20,9,0.45
2013-04-06,27,11,0.4074074074074074
2013-04-07,27,14,0.5185185185185185
2013-04-08,35,15,0.42857142857142855
2013-04-09,33,8,0.24242424242424243
2013-04-10,22,3,0.13636363636363635
2013-04-11,14,6,0.42857142857142855
2013-04-12,27,6,0.2222222222222222
2013-04-13,17,4,0.23529411764705882
2013-04-14,24,6,0.25
2013-04-15,29,9,0.3103448275862069
2013-04-16,31,9,0.2903225806451613
2013-04-17,32,8,0.25
2013-04-18,41,12,0.2926829268292683
2013-04-19,32,6,0.1875
2013-04-20,23,7,0.30434782608695654
2013-04-21,27,4,0.14814814814814814
2013-04-22,33,8,0.24242424242424243
2013-04-23,24,14,0.5833333333333334
2013-04-24,31,11,0.3548387096774194
2013-04-25,30,14,0.4666666666666667
2013-04-26,31,7,0.22580645161290322
2013-04-27,23,7,0.30434782608695654
2013-04-28,18,5,0.2777777777777778
2013-04-29,27,5,0.18518518518518517
2013-04-30,27,7,0.25925925925925924
2013-05-01,27,9,0.3333333333333333
2013-05-02,30,11,0.36666666666666664
2013-05-03,25,7,0.28
2013-05-04,19,6,0.3157894736842105
2013-05-05,19,8,0.42105263157894735
2013-05-06,36,11,0.3055555555555556
2013-05-07,34,6,0.17647058823529413
2013-05-08,28,11,0.39285714285714285
2013-05-09,35,12,0.34285714285714286
2013-05-10,31,10,0.3225806451612903
2013-05-11,18,3,0.16666666666666666
2013-05-12,15,7,0.4666666666666667
2013-05-13,23,10,0.43478260869565216
2013-05-14,38,12,0.3157894736842105
2013-05-15,29,10,0.3448275862068966
2013-05-16,31,11,0.3548387096774194
2013-05-17,40,8,0.2
2013-05-18,18,5,0.2777777777777778
2013-05-19,28,2,0.07142857142857142
2013-05-20,18,4,0.2222222222222222
2013-05-21,28,8,0.2857142857142857
2013-05-22,23,9,0.391304347826087
2013-05-23,25,5,0.2
2013-05-24,22,6,0.2727272727272727
2013-05-25,16,4,0.25
2013-05-26,15,5,0.3333333333333333
2013-05-27,23,7,0.30434782608695654
2013-05-28,31,13,0.41935483870967744
2013-05-29,31,15,0.4838709677419355
2013-05-30,32,10,0.3125
2013-05-31,22,3,0.13636363636363635
2013-06-01,18,6,0.3333333333333333
2013-06-02,28,12,0.42857142857142855
2013-06-03,26,7,0.2692307692307692
2013-06-04,13,5,0.38461538461538464
2013-06-05,20,6,0.3
2013-06-06,20,7,0.35
2013-06-07,23,5,0.21739130434782608
2013-06-08,11,3,0.2727272727272727
2013-06-09,17,6,0.35294117647058826
2013-06-10,34,7,0.20588235294117646
2013-06-11,29,9,0.3103448275862069
2013-06-12,27,10,0.37037037037037035
2013-06-13,37,8,0.21621621621621623
2013-06-14,21,5,0.23809523809523808
2013-06-15,21,12,0.5714285714285714
2013-06-16,38,17,0.4473684210526316
2013-06-17,44,13,0.29545454545454547
2013-06-18,35,9,0.2571428571428571
2013-06-19,23,9,0.391304347826087
2013-06-20,35,11,0.3142857142857143
2013-06-21,28,6,0.21428571428571427
2013-06-22,17,8,0.47058823529411764
2013-06-23,27,8,0.2962962962962963
2013-06-24,19,9,0.47368421052631576
2013-06-25,31,13,0.41935483870967744
2013-06-26,39,14,0.358974358974359
2013-06-27,36,8,0.2222222222222222
2013-06-28,21,3,0.14285714285714285
2013-06-29,11,7,0.6363636363636364
2013-06-30,17,4,0.23529411764705882
2013-07-01,21,6,0.2857142857142857
2013-07-02,17,6,0.35294117647058826
2013-07-03,27,5,0.18518518518518517
2013-07-04,23,9,0.391304347826087
