user_id,event_time,action,event_date
11,2011-06-21 21:04:10.087,answer,2011-06-21
19,2011-06-21 21:06:07.843,question,2011-06-21
40,2011-06-21 21:06:07.890,answer,2011-06-21
13,2011-06-21 21:06:33.133,answer,2011-06-21
23,2011-06-21 21:06:43.923,answer,2011-06-21
13,2011-06-21 21:08:53.023,comment,2011-06-21
8,2011-06-21 21:09:19.730,answer,2011-06-21
11,2011-06-21 21:10:18.337,answer,2011-06-21
34,2011-06-21 21:10:48.240,answer,2011-06-21
28,2011-06-21 21:12:05.933,comment,2011-06-21
10,2011-06-21 21:12:24.607,comment,2011-06-21
23,2011-06-21 21:12:28.490,answer,2011-06-21
13,2011-06-21 21:13:14.360,comment,2011-06-21
30,2011-06-21 21:15:22.543,answer,2011-06-21
11,2011-06-21 21:16:23.807,answer,2011-06-21
40,2011-06-21 21:17:10.757,answer,2011-06-21
34,2011-06-21 21:18:00.107,comment,2011-06-21
22,2011-06-21 21:18:09.577,comment,2011-06-21
13,2011-06-21 21:18:55.247,comment,2011-06-21
48,2011-06-21 21:19:46.300,answer,2011-06-21
13,2011-06-21 21:20:38.367,comment,2011-06-21
10,2011-06-21 21:21:46.267,comment,2011-06-21
48,2011-06-21 21:22:47.217,comment,2011-06-21
11,2011-06-21 21:23:52.067,answer,2011-06-21
40,2011-06-21 21:24:01.080,answer,2011-06-21
48,2011-06-21 21:25:41.460,answer,2011-06-21
19,2011-06-21 21:25:43.263,comment,2011-06-21
12,2011-06-21 21:25:48.980,comment,2011-06-21
40,2011-06-21 21:31:18.173,answer,2011-06-21
9,2011-06-21 21:31:33.557,answer,2011-06-21
30,2011-06-21 21:33:35.243,question,2011-06-21
51,2011-06-21 21:33:45.353,question,2011-06-21
10,2011-06-21 21:33:48.240,comment,2011-06-21
19,2011-06-21 21:35:15.520,comment,2011-06-21
9,2011-06-21 21:36:20.903,answer,2011-06-21
19,2011-06-21 21:37:05.957,comment,2011-06-21
22,2011-06-21 21:37:07.533,comment,2011-06-21
19,2011-06-21 21:37:53.197,comment,2011-06-21
10,2011-06-21 21:43:27.590,comment,2011-06-21
19,2011-06-21 21:43:50.167,comment,2011-06-21
19,2011-06-21 21:45:26.733,comment,2011-06-21
11,2011-06-21 21:48:16.850,question,2011-06-21
58,2011-06-21 21:48:39.010,answer,2011-06-21
59,2011-06-21 21:53:19.560,answer,2011-06-21
44,2011-06-21 21:53:32.877,answer,2011-06-21
30,2011-06-21 21:53:55.600,question,2011-06-21
30,2011-06-21 21:54:31.247,comment,2011-06-21
59,2011-06-21 21:54:44.617,answer,2011-06-21
56,2011-06-21 21:56:57.720,answer,2011-06-21
44,2011-06-21 22:00:19.190,question,2011-06-21
60,2011-06-21 22:01:50.757,question,2011-06-21
59,2011-06-21 22:02:40.380,question,2011-06-21
60,2011-06-21 22:03:06.137,answer,2011-06-21
48,2011-06-21 22:05:17.667,answer,2011-06-21
48,2011-06-21 22:06:28.647,answer,2011-06-21
44,2011-06-21 22:06:42.637,comment,2011-06-21
63,2011-06-21 22:08:57.693,question,2011-06-21
19,2011-06-21 22:11:16.377,question,2011-06-21
31,2011-06-21 22:11:42.243,question,2011-06-21
30,2011-06-21 22:11:42.527,comment,2011-06-21
26,2011-06-21 22:12:14.537,answer,2011-06-21
30,2011-06-21 22:13:57.067,answer,2011-06-21
11,2011-06-21 22:14:33.443,question,2011-06-21
20,2011-06-21 22:14:55.783,comment,2011-06-21
31,2011-06-21 22:14:59.933,answer,2011-06-21
24,2011-06-21 22:16:32.677,answer,2011-06-21
34,2011-06-21 22:16:33.113,answer,2011-06-21
31,2011-06-21 22:18:38.277,question,2011-06-21
56,2011-06-21 22:19:36.530,answer,2011-06-21
20,2011-06-21 22:20:48.803,comment,2011-06-21
24,2011-06-21 22:21:21.507,answer,2011-06-21
24,2011-06-21 22:26:39.723,question,2011-06-21
30,2011-06-21 22:29:25.180,comment,2011-06-21
66,2011-06-21 22:29:50.000,answer,2011-06-21
19,2011-06-21 22:32:00.157,question,2011-06-21
22,2011-06-21 22:33:10.793,answer,2011-06-21
66,2011-06-21 22:35:13.083,question,2011-06-21
65,2011-06-21 22:36:17.857,answer,2011-06-21
11,2011-06-21 22:37:36.793,answer,2011-06-21
19,2011-06-21 22:41:00.340,question,2011-06-21
64,2011-06-21 22:42:32.417,answer,2011-06-21
65,2011-06-21 22:42:44.590,answer,2011-06-21
11,2011-06-21 22:43:27.897,comment,2011-06-21
68,2011-06-21 22:44:27.953,answer,2011-06-21
19,2011-06-21 22:46:00.370,comment,2011-06-21
30,2011-06-21 22:46:11.093,answer,2011-06-21
72,2011-06-21 22:46:36.833,question,2011-06-21
65,2011-06-21 22:48:00.857,comment,2011-06-21
30,2011-06-21 22:48:01.543,comment,2011-06-21
68,2011-06-21 22:49:13.957,answer,2011-06-21
11,2011-06-21 22:49:52.727,answer,2011-06-21
68,2011-06-21 22:50:53.393,comment,2011-06-21
65,2011-06-21 22:52:36.360,comment,2011-06-21
68,2011-06-21 22:54:30.867,comment,2011-06-21
10,2011-06-21 22:55:01.257,answer,2011-06-21
68,2011-06-21 22:57:01.440,answer,2011-06-21
64,2011-06-21 23:00:06.167,question,2011-06-21
30,2011-06-21 23:00:08.103,comment,2011-06-21
46,2011-06-21 23:01:56.803,comment,2011-06-21
30,2011-06-21 23:02:45.697,question,2011-06-21
65,2011-06-21 23:02:59.753,answer,2011-06-21
31,2011-06-21 23:05:35.567,question,2011-06-21
20,2011-06-21 23:07:14.400,comment,2011-06-21
46,2011-06-21 23:09:28.187,comment,2011-06-21
10,2011-06-21 23:13:30.947,question,2011-06-21
65,2011-06-21 23:16:11.457,answer,2011-06-21
10,2011-06-21 23:21:21.703,answer,2011-06-21
56,2011-06-21 23:22:46.367,question,2011-06-21
75,2011-06-21 23:25:05.733,question,2011-06-21
30,2011-06-21 23:25:41.590,answer,2011-06-21
22,2011-06-21 23:29:00.947,answer,2011-06-21
63,2011-06-21 23:32:52.830,comment,2011-06-21
30,2011-06-21 23:33:19.023,answer,2011-06-21
81,2011-06-21 23:57:58.720,answer,2011-06-21
81,2011-06-22 00:05:10.867,answer,2011-06-22
65,2011-06-22 00:05:46.377,answer,2011-06-22
31,2011-06-22 00:15:56.897,comment,2011-06-22
33,2011-06-22 00:32:01.610,answer,2011-06-22
33,2011-06-22 00:38:27.503,question,2011-06-22
65,2011-06-22 00:41:56.390,question,2011-06-22
33,2011-06-22 00:44:52.207,answer,2011-06-22
11,2011-06-22 00:46:08.617,comment,2011-06-22
33,2011-06-22 00:47:23.827,question,2011-06-22
63,2011-06-22 00:47:48.350,comment,2011-06-22
65,2011-06-22 00:49:26.713,answer,2011-06-22
8,2011-06-22 00:52:46.237,answer,2011-06-22
65,2011-06-22 01:07:28.973,answer,2011-06-22
8,2011-06-22 01:10:20.817,answer,2011-06-22
86,2011-06-22 01:23:05.770,question,2011-06-22
87,2011-06-22 01:24:38.570,question,2011-06-22
85,2011-06-22 01:31:51.863,answer,2011-06-22
85,2011-06-22 01:37:26.937,answer,2011-06-22
65,2011-06-22 01:41:10.130,comment,2011-06-22
81,2011-06-22 01:56:41.830,question,2011-06-22
87,2011-06-22 02:02:26.230,comment,2011-06-22
63,2011-06-22 02:11:06.560,answer,2011-06-22
54,2011-06-22 02:12:52.677,comment,2011-06-22
54,2011-06-22 02:17:49.383,comment,2011-06-22
54,2011-06-22 02:25:03.260,answer,2011-06-22
54,2011-06-22 02:26:44.523,comment,2011-06-22
54,2011-06-22 02:29:02.697,comment,2011-06-22
54,2011-06-22 02:44:29.157,answer,2011-06-22
91,2011-06-22 02:45:01.477,answer,2011-06-22
10,2011-06-22 02:48:25.733,comment,2011-06-22
91,2011-06-22 02:51:06.650,question,2011-06-22
54,2011-06-22 02:54:33.580,comment,2011-06-22
54,2011-06-22 02:59:27.317,comment,2011-06-22
88,2011-06-22 03:06:31.400,question,2011-06-22
85,2011-06-22 03:06:43.953,comment,2011-06-22
85,2011-06-22 03:12:51.093,question,2011-06-22
26,2011-06-22 03:23:19.167,answer,2011-06-22
26,2011-06-22 03:49:55.523,comment,2011-06-22
95,2011-06-22 04:03:20.670,question,2011-06-22
96,2011-06-22 04:04:28.710,answer,2011-06-22
96,2011-06-22 04:07:04.167,answer,2011-06-22
95,2011-06-22 04:15:43.927,comment,2011-06-22
65,2011-06-22 04:43:08.077,answer,2011-06-22
65,2011-06-22 05:14:28.270,comment,2011-06-22
85,2011-06-22 05:26:38.357,comment,2011-06-22
19,2011-06-22 05:32:12.877,comment,2011-06-22
81,2011-06-22 05:37:12.653,comment,2011-06-22
101,2011-06-22 05:48:59.823,question,2011-06-22
101,2011-06-22 05:51:13.097,question,2011-06-22
101,2011-06-22 05:52:22.003,question,2011-06-22
101,2011-06-22 05:55:55.763,answer,2011-06-22
19,2011-06-22 06:07:31.363,answer,2011-06-22
101,2011-06-22 06:14:51.917,comment,2011-06-22
101,2011-06-22 06:15:11.433,comment,2011-06-22
19,2011-06-22 06:19:17.657,question,2011-06-22
19,2011-06-22 06:20:38.810,comment,2011-06-22
101,2011-06-22 06:21:38.060,answer,2011-06-22
101,2011-06-22 06:26:45.840,answer,2011-06-22
101,2011-06-22 06:34:48.613,answer,2011-06-22
101,2011-06-22 06:38:13.947,answer,2011-06-22
101,2011-06-22 06:44:30.840,answer,2011-06-22
101,2011-06-22 06:46:31.153,answer,2011-06-22
101,2011-06-22 06:49:04.443,answer,2011-06-22
87,2011-06-22 06:51:55.860,comment,2011-06-22
101,2011-06-22 07:02:43.517,answer,2011-06-22
108,2011-06-22 07:07:23.973,answer,2011-06-22
19,2011-06-22 07:08:56.023,answer,2011-06-22
108,2011-06-22 07:13:03.987,answer,2011-06-22
101,2011-06-22 07:23:03.240,answer,2011-06-22
108,2011-06-22 07:24:52.057,answer,2011-06-22
88,2011-06-22 07:30:38.963,comment,2011-06-22
88,2011-06-22 07:37:20.970,answer,2011-06-22
112,2011-06-22 07:57:21.607,question,2011-06-22
85,2011-06-22 07:59:12.360,comment,2011-06-22
85,2011-06-22 08:00:14.370,comment,2011-06-22
113,2011-06-22 08:03:07.293,answer,2011-06-22
85,2011-06-22 08:04:37.473,answer,2011-06-22
101,2011-06-22 08:05:27.450,comment,2011-06-22
85,2011-06-22 08:08:44.457,comment,2011-06-22
50,2011-06-22 08:20:38.530,question,2011-06-22
19,2011-06-22 08:23:21.980,answer,2011-06-22
101,2011-06-22 08:26:59.357,answer,2011-06-22
35,2011-06-22 08:44:12.143,answer,2011-06-22
116,2011-06-22 08:53:34.850,question,2011-06-22
19,2011-06-22 08:55:56.477,comment,2011-06-22
85,2011-06-22 09:02:49.123,comment,2011-06-22
34,2011-06-22 09:06:24.627,answer,2011-06-22
101,2011-06-22 09:08:12.957,answer,2011-06-22
19,2011-06-22 09:22:18.933,comment,2011-06-22
116,2011-06-22 09:27:07.783,answer,2011-06-22
30,2011-06-22 09:35:14.160,comment,2011-06-22
34,2011-06-22 09:38:00.433,comment,2011-06-22
101,2011-06-22 09:44:32.113,comment,2011-06-22
121,2011-06-22 09:45:12.020,comment,2011-06-22
121,2011-06-22 09:49:47.133,answer,2011-06-22
101,2011-06-22 09:52:00.313,answer,2011-06-22
34,2011-06-22 09:52:53.493,comment,2011-06-22
101,2011-06-22 09:55:03.760,comment,2011-06-22
34,2011-06-22 09:58:35.550,comment,2011-06-22
101,2011-06-22 10:00:54.367,answer,2011-06-22
18,2011-06-22 10:34:42.167,answer,2011-06-22
18,2011-06-22 10:38:32.587,answer,2011-06-22
33,2011-06-22 11:26:46.073,answer,2011-06-22
124,2011-06-22 11:27:42.923,question,2011-06-22
46,2011-06-22 11:32:26.647,comment,2011-06-22
9,2011-06-22 11:33:50.767,answer,2011-06-22
125,2011-06-22 11:38:57.923,comment,2011-06-22
109,2011-06-22 11:51:17.423,question,2011-06-22
19,2011-06-22 11:58:39.633,answer,2011-06-22
101,2011-06-22 12:06:38.160,answer,2011-06-22
101,2011-06-22 12:10:33.307,answer,2011-06-22
101,2011-06-22 12:15:13.647,question,2011-06-22
63,2011-06-22 12:15:31.913,comment,2011-06-22
124,2011-06-22 12:22:25.010,answer,2011-06-22
50,2011-06-22 12:26:13.357,comment,2011-06-22
50,2011-06-22 12:26:38.927,comment,2011-06-22
124,2011-06-22 12:33:10.743,comment,2011-06-22
19,2011-06-22 12:37:13.453,comment,2011-06-22
124,2011-06-22 12:37:51.550,comment,2011-06-22
101,2011-06-22 12:52:57.920,comment,2011-06-22
101,2011-06-22 12:54:29.387,comment,2011-06-22
19,2011-06-22 13:00:53.433,comment,2011-06-22
101,2011-06-22 13:02:51.567,answer,2011-06-22
101,2011-06-22 13:05:42.280,answer,2011-06-22
101,2011-06-22 13:07:15.527,comment,2011-06-22
19,2011-06-22 13:09:14.377,comment,2011-06-22
101,2011-06-22 13:13:23.900,comment,2011-06-22
101,2011-06-22 13:15:04.210,comment,2011-06-22
30,2011-06-22 13:27:11.830,comment,2011-06-22
114,2011-06-22 13:31:26.100,answer,2011-06-22
30,2011-06-22 13:40:19.353,answer,2011-06-22
22,2011-06-22 13:44:49.740,comment,2011-06-22
24,2011-06-22 13:59:31.100,comment,2011-06-22
30,2011-06-22 14:08:21.280,comment,2011-06-22
30,2011-06-22 14:08:58.877,comment,2011-06-22
19,2011-06-22 14:18:06.987,question,2011-06-22
13,2011-06-22 14:54:10.493,comment,2011-06-22
13,2011-06-22 15:09:47.647,answer,2011-06-22
13,2011-06-22 15:12:28.033,comment,2011-06-22
24,2011-06-22 15:24:18.667,answer,2011-06-22
24,2011-06-22 15:25:09.540,question,2011-06-22
13,2011-06-22 15:30:01.660,answer,2011-06-22
64,2011-06-22 15:32:33.390,answer,2011-06-22
10,2011-06-22 15:33:24.577,comment,2011-06-22
13,2011-06-22 15:35:28.693,comment,2011-06-22
30,2011-06-22 15:53:18.553,answer,2011-06-22
104,2011-06-22 16:30:55.843,answer,2011-06-22
130,2011-06-22 16:45:31.220,comment,2011-06-22
64,2011-06-22 16:45:51.453,question,2011-06-22
130,2011-06-22 16:51:05.817,comment,2011-06-22
64,2011-06-22 17:00:15.033,answer,2011-06-22
131,2011-06-22 17:01:51.463,comment,2011-06-22
64,2011-06-22 17:11:51.113,answer,2011-06-22
104,2011-06-22 17:26:21.200,question,2011-06-22
36,2011-06-22 17:34:44.680,comment,2011-06-22
26,2011-06-22 17:38:45.047,answer,2011-06-22
128,2011-06-22 17:41:34.107,comment,2011-06-22
26,2011-06-22 17:43:48.743,answer,2011-06-22
39,2011-06-22 17:48:14.607,question,2011-06-22
9,2011-06-22 17:53:44.613,answer,2011-06-22
9,2011-06-22 17:55:12.130,answer,2011-06-22
128,2011-06-22 18:00:20.800,comment,2011-06-22
39,2011-06-22 18:03:20.473,question,2011-06-22
13,2011-06-22 18:34:12.087,answer,2011-06-22
86,2011-06-22 18:39:02.227,question,2011-06-22
86,2011-06-22 18:40:58.027,comment,2011-06-22
59,2011-06-22 18:42:45.137,comment,2011-06-22
124,2011-06-22 18:43:53.560,answer,2011-06-22
59,2011-06-22 18:44:27.660,answer,2011-06-22
131,2011-06-22 18:49:03.570,comment,2011-06-22
54,2011-06-22 19:04:06.410,answer,2011-06-22
57,2011-06-22 19:07:07.780,question,2011-06-22
124,2011-06-22 19:45:10.490,question,2011-06-22
13,2011-06-22 19:56:53.437,answer,2011-06-22
19,2011-06-22 20:04:51.280,question,2011-06-22
46,2011-06-22 20:29:35.690,answer,2011-06-22
108,2011-06-22 20:35:27.327,comment,2011-06-22
39,2011-06-22 20:48:04.113,comment,2011-06-22
108,2011-06-22 20:48:24.570,comment,2011-06-22
131,2011-06-22 20:56:21.063,answer,2011-06-22
135,2011-06-22 20:58:24.607,comment,2011-06-22
26,2011-06-22 21:25:11.693,comment,2011-06-22
26,2011-06-22 21:29:13.940,answer,2011-06-22
39,2011-06-22 21:31:15.713,comment,2011-06-22
75,2011-06-22 21:38:07.257,answer,2011-06-22
24,2011-06-22 21:38:37.647,comment,2011-06-22
136,2011-06-22 22:12:37.570,answer,2011-06-22
65,2011-06-22 22:18:10.810,comment,2011-06-22
65,2011-06-22 22:19:53.273,comment,2011-06-22
65,2011-06-22 22:25:41.973,answer,2011-06-22
65,2011-06-22 22:28:38.617,answer,2011-06-22
65,2011-06-22 22:48:07.490,comment,2011-06-22
64,2011-06-22 22:51:37.327,comment,2011-06-22
124,2011-06-22 22:57:11.743,comment,2011-06-22
30,2011-06-22 22:57:15.673,answer,2011-06-22
64,2011-06-22 22:57:32.590,comment,2011-06-22
62,2011-06-22 22:57:41.973,answer,2011-06-22
54,2011-06-22 23:01:01.350,comment,2011-06-22
54,2011-06-22 23:01:54.250,comment,2011-06-22
66,2011-06-22 23:30:33.273,comment,2011-06-22
66,2011-06-22 23:37:52.300,comment,2011-06-22
10,2011-06-22 23:42:37.553,comment,2011-06-22
62,2011-06-22 23:43:41.170,comment,2011-06-22
66,2011-06-22 23:52:49.137,comment,2011-06-22
66,2011-06-23 00:04:31.450,question,2011-06-23
11,2011-06-23 00:41:43.397,question,2011-06-23
124,2011-06-23 00:53:01.207,comment,2011-06-23
124,2011-06-23 01:01:36.113,answer,2011-06-23
85,2011-06-23 02:14:46.080,comment,2011-06-23
85,2011-06-23 02:15:26.810,comment,2011-06-23
85,2011-06-23 02:19:32.330,comment,2011-06-23
85,2011-06-23 02:21:03.203,comment,2011-06-23
87,2011-06-23 02:53:42.147,comment,2011-06-23
101,2011-06-23 02:56:10.127,comment,2011-06-23
74,2011-06-23 03:51:57.447,answer,2011-06-23
74,2011-06-23 04:05:49.073,answer,2011-06-23
101,2011-06-23 04:51:20.663,question,2011-06-23
65,2011-06-23 05:30:52.760,comment,2011-06-23
19,2011-06-23 05:34:22.803,answer,2011-06-23
55,2011-06-23 05:34:28.293,comment,2011-06-23
108,2011-06-23 06:54:21.390,question,2011-06-23
108,2011-06-23 06:55:53.360,comment,2011-06-23
104,2011-06-23 07:13:15.417,answer,2011-06-23
81,2011-06-23 07:13:49.097,answer,2011-06-23
85,2011-06-23 07:20:10.530,answer,2011-06-23
108,2011-06-23 07:38:56.437,answer,2011-06-23
116,2011-06-23 07:56:07.707,comment,2011-06-23
116,2011-06-23 08:23:42.997,answer,2011-06-23
140,2011-06-23 09:13:12.927,question,2011-06-23
140,2011-06-23 09:25:20.660,comment,2011-06-23
19,2011-06-23 09:48:32.660,answer,2011-06-23
140,2011-06-23 09:51:22.363,question,2011-06-23
140,2011-06-23 09:55:07.587,comment,2011-06-23
140,2011-06-23 10:07:54.197,question,2011-06-23
19,2011-06-23 10:20:03.960,comment,2011-06-23
140,2011-06-23 10:34:58.973,comment,2011-06-23
19,2011-06-23 10:39:22.070,comment,2011-06-23
140,2011-06-23 10:39:47.550,question,2011-06-23
19,2011-06-23 10:45:30.787,comment,2011-06-23
140,2011-06-23 10:53:08.077,comment,2011-06-23
19,2011-06-23 11:04:28.757,comment,2011-06-23
140,2011-06-23 11:15:47.377,comment,2011-06-23
101,2011-06-23 11:18:51.510,answer,2011-06-23
140,2011-06-23 11:24:02.867,comment,2011-06-23
19,2011-06-23 11:35:53.863,comment,2011-06-23
19,2011-06-23 11:38:09.243,answer,2011-06-23
63,2011-06-23 11:53:03.803,answer,2011-06-23
101,2011-06-23 11:58:43.380,answer,2011-06-23
33,2011-06-23 12:33:26.170,comment,2011-06-23
46,2011-06-23 12:45:42.367,comment,2011-06-23
101,2011-06-23 12:50:36.450,comment,2011-06-23
130,2011-06-23 12:53:32.213,comment,2011-06-23
19,2011-06-23 12:53:51.550,comment,2011-06-23
101,2011-06-23 12:55:38.627,comment,2011-06-23
101,2011-06-23 12:56:56.783,comment,2011-06-23
101,2011-06-23 12:58:18.017,comment,2011-06-23
101,2011-06-23 13:16:36.323,comment,2011-06-23
44,2011-06-23 13:32:50.043,comment,2011-06-23
33,2011-06-23 13:34:39.653,comment,2011-06-23
44,2011-06-23 13:36:56.547,comment,2011-06-23
91,2011-06-23 13:38:05.990,comment,2011-06-23
44,2011-06-23 13:39:55.610,comment,2011-06-23
10,2011-06-23 13:45:31.333,comment,2011-06-23
102,2011-06-23 13:55:56.797,answer,2011-06-23
28,2011-06-23 14:00:34.130,comment,2011-06-23
63,2011-06-23 14:16:28.670,comment,2011-06-23
77,2011-06-23 14:22:02.423,question,2011-06-23
130,2011-06-23 14:36:19.187,answer,2011-06-23
9,2011-06-23 15:02:42.200,answer,2011-06-23
9,2011-06-23 15:05:49.563,answer,2011-06-23
33,2011-06-23 15:09:53.680,question,2011-06-23
9,2011-06-23 15:26:41.290,answer,2011-06-23
62,2011-06-23 16:11:06.310,comment,2011-06-23
124,2011-06-23 16:29:05.950,comment,2011-06-23
121,2011-06-23 16:49:14.640,answer,2011-06-23
101,2011-06-23 16:50:45.860,comment,2011-06-23
101,2011-06-23 16:54:08.263,answer,2011-06-23
19,2011-06-23 16:54:18.217,comment,2011-06-23
19,2011-06-23 16:54:50.243,comment,2011-06-23
19,2011-06-23 16:57:15.857,comment,2011-06-23
144,2011-06-23 17:29:14.670,question,2011-06-23
9,2011-06-23 17:34:46.627,comment,2011-06-23
140,2011-06-23 18:04:50.240,question,2011-06-23
140,2011-06-23 18:13:49.457,question,2011-06-23
19,2011-06-23 18:15:19.923,answer,2011-06-23
140,2011-06-23 18:17:22.200,comment,2011-06-23
19,2011-06-23 18:19:49.483,comment,2011-06-23
140,2011-06-23 18:20:44.507,answer,2011-06-23
140,2011-06-23 18:25:25.817,comment,2011-06-23
140,2011-06-23 18:32:35.093,answer,2011-06-23
101,2011-06-23 18:53:41.543,answer,2011-06-23
140,2011-06-23 19:00:48.343,question,2011-06-23
33,2011-06-23 19:01:03.163,question,2011-06-23
140,2011-06-23 19:02:59.497,comment,2011-06-23
140,2011-06-23 19:10:22.457,question,2011-06-23
36,2011-06-23 19:13:40.833,comment,2011-06-23
19,2011-06-23 19:14:56.823,answer,2011-06-23
36,2011-06-23 19:35:28.933,comment,2011-06-23
101,2011-06-23 20:15:12.207,comment,2011-06-23
147,2011-06-23 21:09:32.700,answer,2011-06-23
147,2011-06-23 21:17:21.070,answer,2011-06-23
147,2011-06-23 21:33:25.893,comment,2011-06-23
147,2011-06-23 21:35:35.407,comment,2011-06-23
147,2011-06-23 21:42:24.310,comment,2011-06-23
64,2011-06-23 22:30:38.193,comment,2011-06-23
65,2011-06-23 22:32:41.190,comment,2011-06-23
65,2011-06-23 22:34:57.943,comment,2011-06-23
31,2011-06-23 22:52:47.080,question,2011-06-23
9,2011-06-23 23:04:02.710,answer,2011-06-23
64,2011-06-23 23:04:25.013,answer,2011-06-23
77,2011-06-23 23:31:30.423,question,2011-06-23
65,2011-06-23 23:43:07.307,answer,2011-06-23
140,2011-06-24 00:25:32.290,comment,2011-06-24
140,2011-06-24 00:28:17.750,comment,2011-06-24
140,2011-06-24 00:44:59.690,comment,2011-06-24
24,2011-06-24 01:01:38.843,comment,2011-06-24
77,2011-06-24 01:19:51.597,comment,2011-06-24
85,2011-06-24 01:46:08.207,comment,2011-06-24
85,2011-06-24 01:48:20.280,comment,2011-06-24
85,2011-06-24 02:19:33.327,comment,2011-06-24
136,2011-06-24 03:31:03.623,answer,2011-06-24
90,2011-06-24 03:32:53.527,question,2011-06-24
65,2011-06-24 03:47:29.693,comment,2011-06-24
90,2011-06-24 04:03:17.213,comment,2011-06-24
65,2011-06-24 04:04:42.500,answer,2011-06-24
65,2011-06-24 04:09:14.870,comment,2011-06-24
90,2011-06-24 04:17:21.210,question,2011-06-24
90,2011-06-24 04:35:38.170,comment,2011-06-24
65,2011-06-24 05:01:57.710,comment,2011-06-24
65,2011-06-24 05:04:59.720,comment,2011-06-24
65,2011-06-24 05:07:16.643,comment,2011-06-24
74,2011-06-24 05:12:01.133,answer,2011-06-24
90,2011-06-24 05:17:50.287,question,2011-06-24
65,2011-06-24 05:26:34.180,comment,2011-06-24
147,2011-06-24 05:29:12.977,comment,2011-06-24
65,2011-06-24 05:37:06.463,comment,2011-06-24
10,2011-06-24 05:38:10.020,comment,2011-06-24
108,2011-06-24 07:29:13.667,answer,2011-06-24
101,2011-06-24 07:32:24.220,comment,2011-06-24
101,2011-06-24 07:33:20.477,comment,2011-06-24
18,2011-06-24 08:03:34.853,answer,2011-06-24
85,2011-06-24 08:13:23.753,question,2011-06-24
34,2011-06-24 08:16:04.070,comment,2011-06-24
65,2011-06-24 08:31:51.120,comment,2011-06-24
104,2011-06-24 09:29:06.907,answer,2011-06-24
85,2011-06-24 09:34:05.837,comment,2011-06-24
26,2011-06-24 10:00:45.157,answer,2011-06-24
19,2011-06-24 11:01:38.043,comment,2011-06-24
19,2011-06-24 11:02:25.467,comment,2011-06-24
